timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1771730699848,00003,111,7,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699848,00014,111,7,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699848,00015,111,7,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699848,00021,111,7,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699948,00003,111,7,139,139,1,57,0,315,278,246,66,3,80,37,145378,20,226,60,6,3,0,1,2,3,274,34,1,0,0,4,10,6,10,0,0,4,225,0.595714,9,1,0,0,0,0,1,2,1,6,0,0,0,0,373.334578,0.000000
1771730699948,00014,111,7,139,139,1,57,0,315,278,246,66,3,80,37,145378,20,226,60,6,3,0,1,2,3,274,34,1,0,0,4,5,3,5,0,0,2,75,0.248214,5,0,0,0,0,0,0,0,2,3,0,0,0,0,186.666729,0.000000
1771730699948,00015,111,7,139,139,1,57,0,315,278,246,66,3,80,37,145378,20,226,60,6,3,0,1,2,3,274,34,1,0,0,4,3,3,3,0,0,0,45,0.148929,3,0,0,0,0,0,0,0,0,0,3,0,0,0,181.333394,0.000000
1771730699948,00021,111,7,139,139,1,57,0,315,278,246,66,3,80,37,145378,20,226,60,6,3,0,1,2,3,274,34,1,0,0,4,297,266,228,66,3,31,145033,80.620000,3,225,60,6,3,0,0,0,0,265,31,1,0,0,6548.560291,17710.000000
1771730700048,00014,111,7,139,139,1,69,0,350,298,286,64,0,97,52,167226,15,271,60,4,0,0,0,0,2,279,69,0,0,280,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.666729,0.000000
1771730700048,00015,111,7,139,139,1,69,0,350,298,286,64,0,97,52,167226,15,271,60,4,0,0,0,0,2,279,69,0,0,280,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.333394,0.000000
1771730700048,00021,111,7,139,139,1,69,0,350,298,286,64,0,97,52,167226,15,271,60,4,0,0,0,0,2,279,69,0,0,280,3,350,298,286,64,0,52,167226,97.175893,15,271,60,4,0,0,0,0,2,279,69,0,0,280,6442.603066,18960.000000
1771730700148,00014,111,7,139,139,1,82,0,394,340,378,15,1,115,54,115318,284,94,13,3,0,0,0,0,137,251,6,0,0,61035,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.666729,0.000000
1771730700148,00015,111,7,139,139,1,82,0,394,340,378,15,1,115,54,115318,284,94,13,3,0,0,0,0,137,251,6,0,0,61035,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.333394,0.000000
1771730700148,00021,111,7,139,139,1,82,0,394,340,378,15,1,115,54,115318,284,94,13,3,0,0,0,0,137,251,6,0,0,61035,3,394,340,378,15,1,54,115318,115.965714,284,94,13,3,0,0,0,0,137,251,6,0,0,61035,5797.318499,17180.000000
1771730700248,00014,111,7,139,139,1,74,0,405,362,340,41,24,104,43,174449,99,241,28,29,8,0,0,0,3,374,27,1,0,90510,4,3,3,3,0,0,0,55,0.099286,3,0,0,0,0,0,0,0,3,0,0,0,0,0,202.666734,0.000000
1771730700248,00015,111,7,139,139,1,74,0,405,362,340,41,24,104,43,174449,99,241,28,29,8,0,0,0,3,374,27,1,0,90510,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.333394,0.000000
1771730700248,00021,111,7,139,139,1,74,0,405,362,340,41,24,104,43,174449,99,241,28,29,8,0,0,0,3,374,27,1,0,90510,4,402,359,337,41,24,43,174394,104.721607,96,241,28,29,8,0,0,0,0,374,27,1,0,90510,5711.363760,16550.000000
1771730700248,00012,111,7,139,139,1,74,0,405,362,340,41,24,104,43,174449,99,241,28,29,8,0,0,0,3,374,27,1,0,90510,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.333394,0.000000
