timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1771730699848,00004,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699848,00006,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699848,00007,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699848,00010,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699848,00013,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699848,00020,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730699948,00004,111,2,139,139,1,11,0,125,114,11,7,107,16,11,141718,9,2,7,8,3,96,0,0,4,8,10,3,100,0,6,6,3,2,0,4,3,442,0.198571,2,0,0,4,0,0,0,0,0,3,3,0,0,0,181.333394,0.000000
1771730699948,00006,111,2,139,139,1,11,0,125,114,11,7,107,16,11,141718,9,2,7,8,3,96,0,0,4,8,10,3,100,0,6,4,4,1,0,3,0,648,0.124107,1,0,0,0,0,3,0,0,0,0,0,0,4,0,715.119520,0.000000
1771730699948,00007,111,2,139,139,1,11,0,125,114,11,7,107,16,11,141718,9,2,7,8,3,96,0,0,4,8,10,3,100,0,6,6,4,1,2,3,2,601,0.198571,1,0,2,0,3,0,0,0,0,0,5,1,0,0,683.051533,0.000000
1771730699948,00010,111,2,139,139,1,11,0,125,114,11,7,107,16,11,141718,9,2,7,8,3,96,0,0,4,8,10,3,100,0,6,7,4,3,0,4,3,487,0.198571,1,2,0,4,0,0,0,0,0,5,0,2,0,0,387.583092,0.000000
1771730699948,00013,111,2,139,139,1,11,0,125,114,11,7,107,16,11,141718,9,2,7,8,3,96,0,0,4,8,10,3,100,0,6,96,96,3,0,93,0,139175,16.977857,3,0,0,0,0,93,0,0,0,0,0,0,96,0,16524.959908,18230.000000
1771730699948,00020,111,2,139,139,1,11,0,125,114,11,7,107,16,11,141718,9,2,7,8,3,96,0,0,4,8,10,3,100,0,6,6,3,1,5,0,3,365,0.173750,1,0,5,0,0,0,0,0,4,0,2,0,0,0,181.333394,0.000000
1771730700048,00004,111,2,139,139,1,12,0,99,99,0,0,99,17,0,148500,0,0,0,0,0,99,0,0,0,0,0,0,99,0,7,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.333394,0.000000
1771730700048,00006,111,2,139,139,1,12,0,99,99,0,0,99,17,0,148500,0,0,0,0,0,99,0,0,0,0,0,0,99,0,7,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715.119520,0.000000
1771730700048,00007,111,2,139,139,1,12,0,99,99,0,0,99,17,0,148500,0,0,0,0,0,99,0,0,0,0,0,0,99,0,7,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683.051533,0.000000
1771730700048,00010,111,2,139,139,1,12,0,99,99,0,0,99,17,0,148500,0,0,0,0,0,99,0,0,0,0,0,0,99,0,7,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.583092,0.000000
