DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.101554	10	1	2	1	2	7	1	0	15	0	0	-6.38213	1	1
DL	0.101554	10	1	2	1	2	2	2	0	15	0	0	38.5739	0	0
UL	0.101607	10	1	2	3	3	2	1	0	24	0	1	16.4248 	0	0
UL	0.101625	10	1	2	6	1	2	2	0	202	27	0	45.4528 	0	0
UL	0.101643	10	1	2	7	1	2	3	0	80	14	0	19.8651 	0	0
UL	0.101679	10	1	2	8	2	2	4	0	64	6	0	15.9916 	0	0
UL	0.101714	10	1	2	1	11	4	1	0	98	0	1	8.79604 	0	0
UL	0.101714	10	1	2	10	2	2	6	0	53	5	0	13.9178 	0	0
DL	0.101804	10	1	3	1	2	3	1	0	15	0	0	6.40119	0	0
DL	0.101804	10	1	3	1	2	5	2	0	15	0	0	22.2011	0	0
DL	0.101804	10	1	3	1	2	6	2	0	15	0	0	6.73925	0	0
DL	0.101804	10	1	3	1	2	8	3	0	15	0	0	18.7246	0	0
DL	0.101804	10	1	3	1	2	7	2	0	15	0	0	0.096027	1	0.271552
DL	0.101804	10	1	3	1	2	2	3	0	15	0	0	15.8803	0	0
DL	0.101839	10	1	3	3	2	7	3	0	15	0	0	14.9853	0	0
DL	0.101839	10	1	3	3	2	2	4	0	15	0	0	11.0123	0	0
DL	0.101875	10	1	3	5	2	2	6	0	15	0	0	15.4482	0	0
UL	0.101911	10	1	3	5	4	7	2	0	33	0	1	6.07091 	0	0
UL	0.101911	10	1	3	7	2	2	1	0	87	8	0	16.1373 	0	0
DL	0.102054	10	2	0	1	2	2	1	0	15	0	0	17.4525	0	0
DL	0.102304	10	2	1	1	2	7	1	0	15	0	1	7.88687	0	0
DL	0.102339	10	2	1	3	2	7	1	0	15	0	2	7.90459	0	0
DL	0.102554	10	2	2	1	2	4	1	0	15	0	0	10.5368	0	0
DL	0.102554	10	2	2	1	2	7	2	0	15	0	1	6.93037	0	0
DL	0.102589	10	2	2	3	2	7	2	0	15	0	2	7.9186	0	0
UL	0.110804	11	0	3	1	2	7	2	0	43	4	0	6.44514 	0	0
UL	0.110821	11	0	3	3	1	7	3	0	89	15	0	17.7562 	0	0
UL	0.110857	11	0	3	4	2	7	1	0	53	5	0	7.38084 	0	0
DL	0.112982	11	2	3	1	12	3	2	0	107	0	0	7.54836	0	0
DL	0.112982	11	2	3	1	12	5	1	0	107	0	0	12.2611	0	0
DL	0.112982	11	2	3	1	12	7	4	0	107	0	0	13.9263	0	0
DL	0.113232	11	3	0	1	12	3	2	0	107	0	0	7.42016	0	0
DL	0.113232	11	3	0	1	12	5	1	0	107	0	0	12.1075	0	0
DL	0.113232	11	3	0	1	12	7	4	0	107	0	0	13.9447	0	0
DL	0.113482	11	3	1	1	12	2	5	0	107	0	0	73.9586	0	0
DL	0.113482	11	3	1	1	12	3	2	0	107	0	0	4.75953	0	0
DL	0.113482	11	3	1	1	12	5	1	0	107	0	0	6.71753	0	0
DL	0.113482	11	3	1	1	12	7	4	0	107	0	0	13.0731	0	0
DL	0.113732	11	3	2	1	12	2	5	0	107	0	0	73.9857	0	0
DL	0.113732	11	3	2	1	12	3	2	0	542	8	0	4.92184	1	1
DL	0.113732	11	3	2	1	12	5	1	0	542	8	0	6.72955	1	1
DL	0.113732	11	3	2	1	12	7	4	0	884	13	0	13.1063	0	0
DL	0.113964	11	3	3	1	11	3	2	0	496	8	0	0.0666152	1	1
DL	0.113964	11	3	3	1	11	5	1	0	496	8	0	6.68489	1	1
DL	0.113982	11	3	3	1	12	8	1	0	107	0	0	-1.34877	1	1
DL	0.113982	11	3	3	1	12	2	5	0	107	0	0	73.93	0	0
DL	0.113982	11	3	3	1	12	7	4	0	884	13	0	11.3514	1	0.998077
UL	0.114107	11	4	0	1	5	3	2	0	43	0	0	8.58385 	0	0
UL	0.114107	11	4	0	1	5	5	1	0	43	0	0	11.3675 	0	0
DL	0.114143	11	4	0	1	7	7	4	0	514	13	0	13.9164	0	0.0346
DL	0.114214	11	4	0	1	11	2	5	0	2357	28	0	77.0228	0	0
DL	0.114232	11	4	0	1	12	8	1	0	107	0	0	6.21251	0	0
UL	0.114232	11	4	0	8	5	7	4	0	43	0	0	20.2085 	0	0
DL	0.114339	11	4	1	1	4	3	2	0	89	4	0	1.35593	1	1
DL	0.114393	11	4	1	1	7	5	1	0	158	4	0	11.25	0	0
DL	0.114393	11	4	1	1	7	7	4	0	514	13	0	11.4767	1	0.998077
DL	0.114411	11	4	1	5	4	3	3	0	33	0	0	11.3864	0	0
DL	0.114482	11	4	1	1	12	8	1	0	107	0	0	12.3501	0	0
UL	0.114482	11	4	1	8	5	5	1	0	43	0	0	11.1212 	0	0
UL	0.114482	11	4	1	8	5	7	4	0	43	0	0	18.5198 	0	0
UL	0.114482	11	4	1	9	4	3	2	0	33	0	0	2.43533 	0	0.522303
UL	0.114607	11	4	2	1	5	2	5	0	43	0	0	89.4178 	0	0
DL	0.114643	11	4	2	1	7	7	4	0	315	8	0	13.8791	0	0
DL	0.114732	11	4	2	1	12	5	1	0	542	8	1	12.1678	0	0
DL	0.114732	11	4	2	1	12	3	2	0	542	8	1	8.38354	0	0
UL	0.114732	11	4	2	8	5	7	4	0	43	0	0	20.1735 	0	0
DL	0.114893	11	4	3	1	7	2	5	0	1500	28	0	73.8106	0	0
DL	0.114964	11	4	3	1	11	5	1	0	496	8	1	8.96941	0	0
DL	0.114964	11	4	3	1	11	3	2	0	496	8	1	0.730513	0	0.0001
DL	0.114982	11	4	3	1	12	8	1	0	107	0	1	1.69687	0	0
DL	0.114982	11	4	3	1	12	7	4	0	884	13	1	11.5593	0	0
UL	0.114982	11	4	3	8	5	2	5	0	43	0	0	88.744 	0	0
UL	0.114982	11	4	3	12	1	5	1	0	61	12	0	10.4166 	0	0.529564
UL	0.114982	11	4	3	12	1	3	2	0	25	5	0	8.0141 	1	0.243497
UL	0.115107	11	5	0	1	5	2	5	0	43	0	0	89.3919 	0	0
DL	0.115214	11	5	0	1	11	5	1	0	496	8	2	11.6136	0	0
DL	0.115214	11	5	0	1	11	3	2	0	496	8	2	1.40039	1	1
DL	0.115232	11	5	0	1	12	8	1	0	884	13	0	4.01549	1	1
DL	0.115232	11	5	0	1	12	7	4	0	542	8	0	11.4423	0	0
DL	0.115232	11	5	0	12	1	3	3	0	70	13	0	11.2277	0	0.298463
DL	0.115339	11	5	1	1	4	3	2	0	89	4	1	1.43629	0	0
DL	0.115393	11	5	1	1	7	8	1	0	514	13	0	3.86721	1	1
DL	0.115393	11	5	1	1	7	7	4	0	514	13	1	11.587	0	0
DL	0.115411	11	5	1	5	4	3	2	0	89	4	2	4.91521	0	0
DL	0.115464	11	5	1	9	3	3	3	0	218	13	0	11.2476	0	0.116435
DL	0.115482	11	5	1	1	12	5	1	0	680	11	0	12.3392	0	0
UL	0.115482	11	5	1	8	5	8	1	0	43	0	0	17.1531 	0	0
DL	0.115589	11	5	2	1	4	3	2	0	33	0	0	8.02714	0	0
UL	0.115607	11	5	2	1	5	8	1	0	43	0	0	17.0606 	0	0
DL	0.115643	11	5	2	1	7	7	4	0	514	13	2	14.2279	0	0
DL	0.115661	11	5	2	5	4	3	3	0	292	13	0	10.9727	0	0.0827
UL	0.115679	11	5	2	9	1	3	2	0	25	5	1	8.67229 	0	0
DL	0.115732	11	5	2	1	12	5	1	0	403	6	0	12.5558	0	0
UL	0.115732	11	5	2	10	3	3	3	0	24	0	0	9.74467 	0	0
DL	0.115875	11	5	3	1	6	3	2	0	84	2	0	5.32691	0	0
DL	0.115893	11	5	3	1	7	2	5	0	1500	28	0	74.0302	0	0
DL	0.115982	11	5	3	1	12	7	4	0	542	8	0	13.5284	0	0
DL	0.115982	11	5	3	1	12	5	1	0	542	8	0	9.8219	1	0.737143
DL	0.115982	11	5	3	7	6	3	3	0	440	13	0	11.0455	0	0.021
DL	0.116125	11	6	0	1	6	3	2	0	84	2	1	1.62011	0	0.0062
DL	0.116232	11	6	0	1	12	8	1	0	884	13	1	3.61964	1	1
DL	0.116232	11	6	0	1	12	7	4	0	542	8	0	11.5362	0	0
DL	0.116232	11	6	0	1	12	5	1	0	884	13	0	11.6247	0	0
DL	0.116232	11	6	0	7	6	3	2	0	84	2	2	1.60826	0	0.0062
DL	0.116375	11	6	1	1	6	3	2	0	269	8	0	1.51486	1	1
DL	0.116393	11	6	1	1	7	8	1	0	514	13	1	3.71303	1	1
DL	0.116482	11	6	1	1	12	7	4	0	884	13	0	12.6187	0	0.0001
DL	0.116482	11	6	1	1	12	5	1	0	884	13	0	12.027	0	0.370968
DL	0.116482	11	6	1	7	6	3	3	0	338	11	0	10.8982	0	0
DL	0.116625	11	6	2	1	6	3	2	0	135	4	0	1.44829	1	1
DL	0.116643	11	6	2	1	7	8	1	0	514	13	2	3.5044	1	1
DL	0.116732	11	6	2	1	12	7	4	0	884	13	0	12.5714	0	0.0001
DL	0.116732	11	6	2	1	12	5	1	0	403	6	0	11.8849	0	0
DL	0.116732	11	6	2	7	6	3	3	0	338	11	0	10.8522	0	0
DL	0.116875	11	6	3	1	6	3	2	0	84	2	0	5.07733	0	0
DL	0.116893	11	6	3	1	7	2	5	0	1500	28	0	74.0576	0	0
DL	0.116982	11	6	3	1	12	7	4	0	542	8	0	13.0853	0	0
DL	0.116982	11	6	3	1	12	5	1	0	884	13	1	9.80034	1	1
DL	0.116982	11	6	3	7	6	3	3	0	338	11	0	11.0172	0	0
DL	0.117036	11	7	0	1	1	5	1	0	53	11	0	11.3801	0	0
DL	0.117125	11	7	0	1	6	3	2	0	269	8	1	1.39323	0	0
DL	0.117179	11	7	0	1	9	7	4	0	662	13	0	11.1925	1	1
DL	0.117232	11	7	0	1	12	8	1	0	884	13	2	9.89749	0	0
DL	0.117232	11	7	0	7	6	3	2	0	269	8	2	1.4926	1	1
DL	0.117375	11	7	1	1	6	3	2	0	84	2	0	1.73394	0	0.0062
DL	0.117393	11	7	1	1	7	8	1	0	514	13	3	15.2014	0	0
DL	0.117482	11	7	1	1	12	5	1	0	542	8	0	12.5381	0	0
DL	0.117482	11	7	1	7	6	3	3	0	338	11	0	10.8951	0	0
DL	0.117625	11	7	2	1	6	3	2	0	135	4	0	8.91468	0	0
DL	0.117732	11	7	2	1	12	5	1	0	542	8	0	12.9254	0	0
DL	0.117732	11	7	2	7	6	3	3	0	338	11	0	10.9296	0	0
DL	0.117786	11	7	3	1	1	5	1	0	53	11	1	6.56873	1	1
DL	0.117804	11	7	3	2	1	5	1	0	53	11	2	6.58981	0	0
DL	0.117875	11	7	3	1	6	3	2	0	84	2	0	0.422801	0	0
DL	0.117893	11	7	3	1	7	2	5	0	1500	28	0	73.9684	0	0
DL	0.117982	11	7	3	1	12	7	4	0	542	8	0	10.3547	0	0.0128
DL	0.117982	11	7	3	1	12	8	1	0	542	8	0	1.87016	1	1
DL	0.117982	11	7	3	3	10	5	1	0	451	8	0	9.76265	0	0.0756
DL	0.117982	11	7	3	7	6	3	3	0	338	11	0	10.8983	0	0
DL	0.118125	11	8	0	1	6	3	2	0	84	2	1	1.68707	0	0.0062
DL	0.118179	11	8	0	1	9	7	4	0	662	13	1	10.7012	0	0
DL	0.118232	11	8	0	1	12	8	1	0	1105	15	0	10.1116	1	1
DL	0.118232	11	8	0	1	12	5	1	0	884	13	0	11.8312	1	0.370968
DL	0.118232	11	8	0	7	6	3	2	0	84	2	2	1.89748	0	0
DL	0.118339	11	8	1	1	4	5	1	0	292	13	0	11.5649	1	0.453737
DL	0.118375	11	8	1	1	6	3	2	0	338	11	0	1.79157	1	1
DL	0.118429	11	8	1	1	9	7	4	0	662	13	2	10.8903	1	1
DL	0.118482	11	8	1	1	12	8	1	0	1105	15	0	10.0789	1	1
DL	0.118482	11	8	1	7	6	3	3	0	338	11	0	10.9339	0	0
DL	0.118625	11	8	2	1	6	3	2	0	52	0	0	8.13704	0	0
DL	0.118696	11	8	2	1	10	5	1	0	451	8	1	12.0678	0	0
DL	0.118732	11	8	2	1	12	7	4	0	542	8	0	13.6351	0	0
DL	0.118732	11	8	2	7	6	3	3	0	338	11	0	10.9037	0	0
DL	0.118875	11	8	3	1	6	7	4	0	269	8	0	10.8401	0	0
DL	0.118875	11	8	3	1	6	3	2	0	84	2	0	1.85451	0	0
DL	0.118982	11	8	3	1	12	8	1	0	542	8	1	12.3944	0	0
DL	0.118982	11	8	3	1	12	5	1	0	680	11	0	11.9336	0	0
DL	0.118982	11	8	3	7	6	3	3	0	338	11	0	10.8539	0	0
DL	0.119125	11	9	0	1	6	3	2	0	338	11	1	2.16274	1	1
DL	0.119232	11	9	0	1	12	8	1	0	1105	15	1	15.127	0	0
DL	0.119232	11	9	0	1	12	5	1	0	884	13	1	12.3364	0	0
DL	0.119232	11	9	0	7	6	3	2	0	338	11	2	2.20068	0	0.064
DL	0.119375	11	9	1	1	6	3	2	0	338	11	0	2.18194	1	1
DL	0.119482	11	9	1	1	12	8	1	0	1105	15	1	15.341	0	0
DL	0.119482	11	9	1	1	12	5	1	0	680	11	0	12.2329	0	0
DL	0.119482	11	9	1	7	6	3	3	0	338	11	0	10.8556	0	0.0001
DL	0.119625	11	9	2	1	6	3	2	0	84	2	0	2.27302	0	0
DL	0.119732	11	9	2	1	12	8	1	0	884	13	0	15.3182	0	0
DL	0.119732	11	9	2	7	6	3	3	0	338	11	0	10.968	0	0.0001
DL	0.119875	11	9	3	1	6	3	2	0	338	11	3	0.959316	1	1
DL	0.119893	11	9	3	1	7	2	5	0	1500	28	0	77.3457	0	0
DL	0.119946	11	9	3	7	4	3	3	0	224	11	0	11.0429	0	0.0006
DL	0.119982	11	9	3	1	12	5	1	0	884	13	0	9.87689	1	1
DL	0.119982	11	9	3	1	12	8	1	0	1105	15	0	11.7925	1	1
DL	0.120125	12	0	0	1	6	3	2	0	84	2	1	2.15722	0	0
DL	0.120143	12	0	0	1	7	5	1	0	514	13	0	12.2094	0	0.0346
DL	0.120232	12	0	0	1	12	8	1	0	1105	15	0	15.1141	0	0.00818319
DL	0.120232	12	0	0	7	6	3	2	0	84	2	2	2.19933	0	0
DL	0.120375	12	0	1	1	6	3	2	0	84	2	0	1.76712	0	0.0062
DL	0.120482	12	0	1	1	12	7	4	0	542	8	0	10.5619	0	0.0128
DL	0.120482	12	0	1	1	12	5	1	0	884	13	0	11.2963	1	0.998077
DL	0.120482	12	0	1	1	12	8	1	0	1105	15	0	4.53022	1	1
DL	0.120482	12	0	1	7	6	3	3	0	269	8	0	11.2358	0	0
DL	0.120625	12	0	2	1	6	3	2	0	84	2	1	1.86681	0	0
DL	0.120696	12	0	2	1	10	5	1	0	451	8	0	11.3361	0	0
DL	0.120714	12	0	2	1	11	8	1	0	623	11	0	4.56864	1	1
DL	0.120732	12	0	2	1	12	7	4	0	542	8	0	11.085	0	0
DL	0.120732	12	0	2	7	6	3	2	0	84	2	2	3.89379	0	0
DL	0.120875	12	0	3	1	6	7	4	0	269	8	0	10.6887	0	0.0599
DL	0.120875	12	0	3	1	6	3	2	0	84	2	0	1.84132	0	0.0062
DL	0.120982	12	0	3	1	12	5	1	0	884	13	1	11.7137	0	0
DL	0.120982	12	0	3	1	12	8	1	0	1105	15	1	12.3216	0	0
DL	0.120982	12	0	3	7	6	3	3	0	269	8	0	11.3587	0	0
DL	0.121125	12	1	0	1	6	3	2	0	84	2	0	2.16642	0	0
DL	0.121232	12	1	0	1	12	8	1	0	107	0	0	14.8945	0	0
DL	0.121232	12	1	0	7	6	3	3	0	269	8	0	11.3818	0	0
DL	0.121375	12	1	1	1	6	3	2	0	135	4	0	0.920753	1	1
DL	0.121393	12	1	1	1	7	2	5	0	1500	28	0	73.7127	0	0
DL	0.121482	12	1	1	1	12	7	4	0	542	8	0	10.2197	0	0.0128
DL	0.121482	12	1	1	1	12	5	1	0	884	13	1	9.28978	0	0
DL	0.121482	12	1	1	1	12	8	1	0	1105	15	1	2.66568	1	1
DL	0.121482	12	1	1	7	6	3	3	0	269	8	0	11.3287	0	0
DL	0.121625	12	1	2	1	6	3	2	0	84	2	0	2.02479	0	0
DL	0.121714	12	1	2	1	11	8	1	0	623	11	1	4.71619	1	1
DL	0.121732	12	1	2	1	12	7	4	0	542	8	0	10.9911	0	0
DL	0.121732	12	1	2	1	12	5	1	0	884	13	0	11.6534	0	0.0189
DL	0.121732	12	1	2	7	6	3	3	0	269	8	0	11.2299	0	0.0599
UL	0.121786	12	1	3	1	1	6	2	0	42	8	0	14.3432 	0	0
UL	0.121804	12	1	3	2	1	6	1	0	80	14	0	18.2371 	0	0
DL	0.121875	12	1	3	1	6	7	4	0	269	8	0	10.7289	0	0.0599
DL	0.121875	12	1	3	1	6	3	2	0	84	2	0	2.02776	0	0
DL	0.121964	12	1	3	1	11	8	1	0	623	11	2	12.0411	0	0
DL	0.121982	12	1	3	1	12	5	1	0	884	13	0	12.2889	0	0.0001
DL	0.121982	12	1	3	7	6	3	3	0	269	8	0	11.0858	0	0.0599
UL	0.121982	12	1	3	12	1	8	2	0	20	4	0	11.7525 	0	0
UL	0.122036	12	2	0	1	1	8	3	0	70	13	0	23.9249 	0	0
UL	0.122071	12	2	0	2	2	8	2	0	43	4	0	11.7765 	0	0
DL	0.122125	12	2	0	1	6	3	2	0	84	2	1	9.24126	0	0
DL	0.122232	12	2	0	1	12	5	1	0	542	8	0	13.2265	0	0
DL	0.122232	12	2	0	7	6	3	2	0	84	2	2	9.36717	0	0
DL	0.122339	12	2	1	1	4	2	5	0	856	28	0	73.8562	0	0
DL	0.122375	12	2	1	1	6	3	2	0	84	2	0	1.41942	0	0.171088
UL	0.122375	12	2	1	5	2	2	6	0	163	14	0	14.2883 	0	0
UL	0.122393	12	2	1	7	1	2	2	0	211	28	0	46.0336 	0	0
UL	0.122411	12	2	1	8	1	2	3	0	147	22	0	20.2964 	0	0.0062
UL	0.122429	12	2	1	9	1	2	4	0	103	18	0	17.592 	0	0.0467
DL	0.122482	12	2	1	1	12	7	4	0	542	8	0	10.3357	0	0.0128
DL	0.122482	12	2	1	1	12	8	1	0	1105	15	2	3.96342	0	0.0107708
DL	0.122482	12	2	1	1	12	5	1	0	884	13	0	10.7752	1	0.998077
DL	0.122482	12	2	1	7	6	3	3	0	269	8	0	11.2714	0	0.0599
DL	0.122536	12	2	2	1	1	6	2	0	20	4	0	7.97646	0	0
DL	0.122554	12	2	2	2	1	6	1	0	20	4	0	19.8646	0	0
DL	0.122571	12	2	2	1	3	2	5	0	641	28	0	73.1505	0	0
UL	0.122607	12	2	2	4	2	2	1	0	195	17	0	15.0784 	1	1
DL	0.122625	12	2	2	1	6	3	2	0	84	2	0	1.30892	0	0.171088
DL	0.122714	12	2	2	1	11	8	1	0	623	11	3	4.40725	1	1
DL	0.122714	12	2	2	1	11	5	1	0	810	13	0	10.8634	1	0.893357
DL	0.122732	12	2	2	1	12	7	4	0	542	8	0	10.7226	0	0.0128
DL	0.122732	12	2	2	7	6	3	3	0	269	8	0	11.2564	0	0.0599
DL	0.122875	12	2	3	1	6	3	2	0	338	11	0	1.3049	1	1
DL	0.122893	12	2	3	1	7	2	5	0	1500	28	0	73.8332	0	0
DL	0.122946	12	2	3	1	10	8	1	0	736	13	0	2.68533	1	1
DL	0.122964	12	2	3	11	1	8	2	0	30	6	0	13.8476	0	0
DL	0.122982	12	2	3	1	12	5	1	0	884	13	0	9.56575	1	1
DL	0.122982	12	2	3	1	12	7	4	0	542	8	0	10.073	0	0.0128
DL	0.122982	12	2	3	7	6	3	3	0	269	8	0	10.6239	0	0.792438
DL	0.122982	12	2	3	12	1	8	3	0	124	20	0	24.9083	0	0
DL	0.123036	12	3	0	1	1	2	2	0	211	28	0	34.3244	0	0.0006
DL	0.123054	12	3	0	2	1	2	6	0	70	13	0	15.7389	0	0
DL	0.123125	12	3	0	1	6	3	2	0	84	2	0	2.29989	0	0
DL	0.123161	12	3	0	1	8	5	1	0	452	11	0	10.9069	0	0
DL	0.123232	12	3	0	1	12	7	4	0	542	8	0	10.6199	0	0.0128
DL	0.123232	12	3	0	1	12	8	1	0	107	0	0	4.95879	0	0
DL	0.123232	12	3	0	7	6	3	3	0	269	8	0	11.2184	0	0.0599
DL	0.123286	12	3	1	1	1	2	3	0	70	13	0	14.7839	0	0
DL	0.123304	12	3	1	2	1	2	4	0	30	6	0	18.4008	0	0
UL	0.123339	12	3	1	3	2	2	1	0	195	17	1	15.4969 	0	0
DL	0.123375	12	3	1	1	6	3	2	0	84	2	0	2.18403	0	0
DL	0.123482	12	3	1	1	12	5	1	0	884	13	1	11.0275	0	0
DL	0.123482	12	3	1	1	12	7	4	0	542	8	0	10.5334	0	0.0128
DL	0.123482	12	3	1	1	12	8	1	0	107	0	0	5.02721	0	0
DL	0.123482	12	3	1	7	6	3	3	0	269	8	0	11.1365	1	0.373162
DL	0.123625	12	3	2	1	6	3	2	0	84	2	1	8.76873	0	0
DL	0.123714	12	3	2	1	11	5	1	0	810	13	1	12.0252	0	0
DL	0.123732	12	3	2	1	12	7	4	0	542	8	0	13.6065	0	0
DL	0.123732	12	3	2	7	6	3	2	0	84	2	2	8.70201	0	0
DL	0.123875	12	3	3	1	6	3	2	0	84	2	0	2.55938	0	0
DL	0.123946	12	3	3	1	10	8	1	0	736	13	1	5.82979	1	1
DL	0.123964	12	3	3	1	11	5	1	0	810	13	2	11.5192	0	0.0579
DL	0.123982	12	3	3	1	12	7	4	0	542	8	0	11.2822	0	0
DL	0.123982	12	3	3	7	6	3	3	0	200	6	0	11.2084	0	0
DL	0.124036	12	4	0	1	1	2	1	0	103	18	0	9.71858	1	1
DL	0.124125	12	4	0	1	6	3	2	0	84	2	0	2.42623	0	0
DL	0.124196	12	4	0	1	10	8	1	0	736	13	2	5.64294	0	0
DL	0.124232	12	4	0	1	12	5	1	0	884	13	1	11.2032	0	0
DL	0.124232	12	4	0	1	12	7	4	0	542	8	0	11.2027	0	0
DL	0.124232	12	4	0	7	6	3	3	0	200	6	0	11.4815	0	0
DL	0.124375	12	4	1	1	6	3	3	0	269	8	1	8.75693	0	0
DL	0.124482	12	4	1	1	12	8	1	0	107	0	0	5.99964	0	0
DL	0.124482	12	4	1	1	12	5	1	0	884	13	0	11.5309	0	0
DL	0.124482	12	4	1	1	12	7	4	0	884	13	0	10.6189	1	1
DL	0.124482	12	4	1	7	6	3	3	0	269	8	2	8.82969	1	1
DL	0.124625	12	4	2	1	6	3	3	0	200	6	0	8.86858	1	0.875
DL	0.124643	12	4	2	1	7	5	1	0	514	13	0	11.4243	1	0.0346
DL	0.124732	12	4	2	1	12	8	1	0	172	2	0	5.94055	0	0
DL	0.124732	12	4	2	1	12	7	4	0	542	8	0	10.7837	0	0.0128
DL	0.124732	12	4	2	7	6	3	2	0	84	2	0	9.94005	0	0
DL	0.124786	12	4	3	1	1	2	1	0	103	18	1	9.47132	1	0.956204
DL	0.124804	12	4	3	2	1	2	1	0	103	18	2	9.45366	0	0
DL	0.124857	12	4	3	1	5	3	3	0	166	6	0	-6.73395	1	1
DL	0.124929	12	4	3	3	7	2	5	0	1500	28	0	78.9948	0	0
DL	0.124946	12	4	3	1	10	8	1	0	736	13	3	1.98861	1	1
DL	0.124946	12	4	3	6	5	3	2	0	70	2	0	9.97733	0	0
DL	0.124964	12	4	3	1	11	5	1	0	623	11	0	8.0351	1	1
DL	0.124964	12	4	3	1	11	7	4	0	496	8	0	12.4595	0	0
UL	0.124982	12	4	3	11	2	3	2	0	53	5	0	6.99887 	0	0.0106
UL	0.124982	12	4	3	12	1	5	1	0	53	11	0	12.6873 	0	0
UL	0.124982	12	4	3	12	1	7	4	0	124	20	0	17.6382 	1	1
DL	0.125107	12	5	0	1	5	3	3	0	112	4	0	9.16937	0	0
DL	0.125196	12	5	0	1	10	5	1	0	736	13	0	11.4711	0	0.145133
DL	0.125196	12	5	0	6	5	3	2	0	70	2	0	9.92121	0	0
DL	0.125214	12	5	0	1	11	7	4	0	496	8	0	11.4335	0	0
UL	0.125214	12	5	0	11	1	5	1	0	53	11	0	13.0185 	0	0
DL	0.125232	12	5	0	1	12	8	1	0	172	2	0	8.26024	0	0
UL	0.125232	12	5	0	11	2	3	2	0	53	5	0	7.0349 	0	0.0106
UL	0.125232	12	5	0	12	1	7	4	0	124	20	0	18.6134 	0	0.906469
DL	0.125357	12	5	1	1	5	3	3	0	112	4	1	9.1846	0	0
DL	0.125446	12	5	1	6	5	3	3	0	112	4	2	9.18573	0	0
DL	0.125464	12	5	1	1	11	5	1	0	810	13	0	11.4622	0	0.0579
DL	0.125482	12	5	1	1	12	8	1	0	172	2	0	6.23237	0	0
