timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),eNB id,sameCellSinr,sameCellSinr 3gpp encoded
1771730914331,00008,21,18,1,0,1,25.961327,99.000000
1771730914331,00015,21,18,1,0,1,23.988307,95.000000
1771730914331,00011,21,18,1,0,1,24.775698,96.000000
1771730914331,00018,21,18,1,0,1,25.475504,98.000000
1771730914331,00017,21,18,1,0,1,26.214938,99.000000
1771730914331,00006,21,18,1,0,1,45.316787,127.000000
1771730914331,00012,21,18,1,0,1,23.984917,95.000000
1771730914331,00021,21,18,1,0,1,25.938919,99.000000
1771730914331,00019,21,18,1,0,1,24.750417,96.000000
1771730914331,00004,21,18,1,0,1,33.031885,113.000000
1771730914331,00009,21,18,1,0,1,25.473935,98.000000
1771730914331,00005,21,18,1,0,1,24.779788,96.000000
1771730914331,00003,21,18,1,0,1,25.566581,98.000000
1771730914331,00016,21,18,1,0,1,24.186453,95.000000
1771730914331,00001,21,18,1,0,1,24.938328,97.000000
1771730914331,00010,21,18,1,0,1,30.152880,107.000000
1771730914331,00007,21,18,1,0,1,30.278048,107.000000
1771730914331,00014,21,18,1,0,1,27.886030,103.000000
1771730914331,00020,21,18,1,0,1,26.029759,99.000000
1771730914331,00013,21,18,1,0,1,66.762009,127.000000
1771730914331,00002,21,18,1,0,1,29.139346,105.000000
1771730914431,00008,21,21,1,0,1,25.962640,99.000000
1771730914431,00015,21,21,1,0,1,23.988317,95.000000
1771730914431,00011,21,21,1,0,1,24.772251,96.000000
1771730914431,00018,21,21,1,0,1,25.475947,98.000000
1771730914431,00017,21,21,1,0,1,26.211877,99.000000
1771730914431,00006,21,21,1,0,1,45.305799,127.000000
1771730914431,00012,21,21,1,0,1,23.982673,95.000000
1771730914431,00021,21,21,1,0,1,25.937061,99.000000
1771730914431,00019,21,21,1,0,1,24.752940,96.000000
1771730914431,00004,21,21,1,0,1,33.036080,113.000000
1771730914431,00009,21,21,1,0,1,25.477423,98.000000
1771730914431,00005,21,21,1,0,1,24.782434,96.000000
1771730914431,00003,21,21,1,0,1,25.566669,98.000000
1771730914431,00016,21,21,1,0,1,24.185666,95.000000
1771730914431,00001,21,21,1,0,1,24.939697,97.000000
1771730914431,00010,21,21,1,0,1,30.157032,107.000000
1771730914431,00007,21,21,1,0,1,30.283127,107.000000
1771730914431,00014,21,21,1,0,1,27.890181,103.000000
1771730914431,00020,21,21,1,0,1,26.030788,99.000000
1771730914431,00013,21,21,1,0,1,67.078929,127.000000
1771730914431,00002,21,21,1,0,1,29.138847,105.000000
1771730914531,00008,21,21,1,0,1,25.963951,99.000000
1771730914531,00015,21,21,1,0,1,23.988327,95.000000
1771730914531,00011,21,21,1,0,1,24.768804,96.000000
1771730914531,00018,21,21,1,0,1,25.476388,98.000000
1771730914531,00017,21,21,1,0,1,26.208815,99.000000
1771730914531,00006,21,21,1,0,1,45.294773,127.000000
1771730914531,00012,21,21,1,0,1,23.980429,95.000000
1771730914531,00021,21,21,1,0,1,25.935202,99.000000
1771730914531,00019,21,21,1,0,1,24.755461,96.000000
1771730914531,00004,21,21,1,0,1,33.040268,113.000000
1771730914531,00009,21,21,1,0,1,25.480912,98.000000
1771730914531,00005,21,21,1,0,1,24.785079,96.000000
1771730914531,00003,21,21,1,0,1,25.566755,98.000000
1771730914531,00016,21,21,1,0,1,24.184878,95.000000
1771730914531,00001,21,21,1,0,1,24.941065,97.000000
1771730914531,00010,21,21,1,0,1,30.161182,107.000000
1771730914531,00007,21,21,1,0,1,30.288208,107.000000
1771730914531,00014,21,21,1,0,1,27.894333,103.000000
1771730914531,00020,21,21,1,0,1,26.031814,99.000000
1771730914531,00013,21,21,1,0,1,67.404633,127.000000
1771730914531,00002,21,21,1,0,1,29.138347,105.000000
1771730914631,00008,21,21,1,0,1,25.965262,99.000000
1771730914631,00015,21,21,1,0,1,23.988336,95.000000
1771730914631,00011,21,21,1,0,1,24.765359,96.000000
1771730914631,00018,21,21,1,0,1,25.476829,98.000000
1771730914631,00017,21,21,1,0,1,26.205753,99.000000
1771730914631,00006,21,21,1,0,1,45.283707,127.000000
1771730914631,00012,21,21,1,0,1,23.978185,95.000000
1771730914631,00021,21,21,1,0,1,25.933344,99.000000
1771730914631,00019,21,21,1,0,1,24.757983,96.000000
