timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1771730914331,00009,,,,,,,,,,,,,
1771730914331,00016,,,,,,,,,,,,,
1771730914431,00009,,,,,,,,,,,,,
1771730914431,00016,,,,,,,,,,,,,
1771730914531,00009,,,,,,,,,,,,,
1771730914531,00016,,,,,,,,,,,,,
1771730914631,00009,,,,,,,,,,,,,
1771730914631,00016,,,,,,,,,,,,,
1771730914731,00009,,,,,,,,,,,,,
1771730914731,00016,,,,,,,,,,,,,
1771730914831,00009,,,,,,,,,,,,,
1771730914831,00016,,,,,,,,,,,,,
1771730914931,00009,,,,,,,,,,,,,
1771730914931,00016,,,,,,,,,,,,,
1771730914931,00008,,,,,,,,,,,,,
1771730915031,00009,,,,,,,,,,,,,
1771730915031,00016,,,,,,,,,,,,,
1771730915131,00009,,,,,,,,,,,,,
1771730915131,00016,,,,,,,,,,,,,
1771730915231,00009,,,,,,,,,,,,,
1771730915331,00009,,,,,,,,,,,,,
1771730915431,00009,,,,,,,,,,,,,
1771730915431,00016,,,,,,,,,,,,,
1771730915531,00009,,,,,,,,,,,,,
1771730915531,00016,,,,,,,,,,,,,
1771730915631,00009,,,,,,,,,,,,,
1771730915631,00016,,,,,,,,,,,,,
1771730915731,00009,,,,,,,,,,,,,
1771730915731,00016,,,,,,,,,,,,,
1771730915831,00009,,,,,,,,,,,,,
1771730915831,00016,,,,,,,,,,,,,
1771730915931,00009,,,,,,,,,,,,,
1771730915931,00016,,,,,,,,,,,,,
1771730916031,00009,,,,,,,,,,,,,
1771730916031,00016,,,,,,,,,,,,,
1771730916131,00009,,,,,,,,,,,,,
1771730916131,00016,,,,,,,,,,,,,
1771730916231,00009,,,,,,,,,,,,,
1771730916231,00016,,,,,,,,,,,,,
1771730916331,00009,,,,,,,,,,,,,
1771730916331,00016,,,,,,,,,,,,,
1771730916431,00009,,,,,,,,,,,,,
1771730916431,00016,,,,,,,,,,,,,
1771730916531,00009,,,,,,,,,,,,,
1771730916531,00016,,,,,,,,,,,,,
1771730916631,00009,,,,,,,,,,,,,
1771730916631,00016,,,,,,,,,,,,,
1771730916731,00009,,,,,,,,,,,,,
1771730916731,00016,,,,,,,,,,,,,
1771730916831,00009,,,,,,,,,,,,,
1771730916831,00016,,,,,,,,,,,,,
1771730916931,00009,,,,,,,,,,,,,
1771730916931,00016,,,,,,,,,,,,,
1771730917031,00009,,,,,,,,,,,,,
1771730917031,00016,,,,,,,,,,,,,
1771730917131,00009,,,,,,,,,,,,,
1771730917131,00016,,,,,,,,,,,,,
1771730917231,00009,,,,,,,,,,,,,
1771730917231,00016,,,,,,,,,,,,,
1771730917331,00009,,,,,,,,,,,,,
1771730917331,00016,,,,,,,,,,,,,
1771730917431,00009,,,,,,,,,,,,,
1771730917431,00016,,,,,,,,,,,,,
1771730917531,00009,,,,,,,,,,,,,
1771730917531,00016,,,,,,,,,,,,,
1771730917631,00009,,,,,,,,,,,,,
1771730917631,00016,,,,,,,,,,,,,
1771730917731,00009,,,,,,,,,,,,,
1771730917731,00016,,,,,,,,,,,,,
