% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
277	1	0	15	0	0	349	0	1	1	0
278	1	0	20	0	0	349	0	1	1	0
279	1	0	5	0	0	349	0	1	1	0
283	1	0	4	0	0	349	0	1	1	0
294	1	0	11	0	0	349	0	1	1	0
295	1	0	8	0	0	349	0	1	1	0
296	1	0	12	0	0	349	0	1	1	0
297	1	0	15	0	0	349	0	1	1	0
298	1	0	20	0	0	349	0	1	1	0
299	1	0	5	0	0	349	0	1	1	0
312	1	0	11	0	0	349	0	1	1	0
313	1	0	8	0	0	349	0	1	1	0
314	1	0	12	0	0	349	0	1	1	0
315	1	0	15	0	0	349	0	1	1	0
316	1	0	20	0	0	349	0	1	1	0
317	1	0	5	0	0	349	0	1	1	0
330	1	0	4	0	26	7708	0	1	1	0
331	1	0	11	0	0	349	0	1	1	0
332	1	0	8	0	0	349	0	1	1	0
333	1	0	12	0	0	349	0	1	1	0
334	1	0	15	0	0	349	0	1	1	0
335	1	0	20	0	0	349	0	1	1	0
337	1	0	5	0	26	7708	0	1	1	0
350	1	0	11	0	26	7708	0	1	1	0
351	1	0	10	0	28	9422	0	1	1	0
352	1	0	8	0	26	7708	0	1	1	0
353	1	0	12	0	24	6882	0	1	1	0
354	1	0	15	0	26	7708	0	1	1	0
355	1	0	20	0	28	9422	0	1	1	0
356	1	0	4	0	26	7708	0	1	1	0
358	1	0	5	0	26	7708	0	1	1	0
373	1	0	11	0	26	7708	0	1	1	0
374	1	0	8	0	26	7708	0	1	1	0
375	1	0	12	0	24	6882	0	1	1	0
376	1	0	15	0	26	7708	0	1	1	0
377	1	0	20	0	28	9422	0	1	1	0
378	1	0	5	0	26	7708	0	1	1	0
384	1	0	4	0	26	7708	0	1	1	0
394	1	0	11	0	26	7708	0	1	1	0
395	1	0	8	0	26	7708	0	1	1	0
396	1	0	12	0	24	6882	0	1	1	0
397	1	0	15	0	26	7708	0	1	1	0
399	1	0	20	0	28	9422	0	1	1	0
400	1	0	5	0	26	7708	0	1	1	0
412	1	0	4	0	26	7708	0	1	1	0
414	1	0	11	0	26	7708	0	1	1	0
415	1	0	8	0	26	7708	0	1	1	0
416	1	0	12	0	24	6882	0	1	1	0
417	1	0	15	0	26	7708	0	1	1	0
418	1	0	20	0	28	9422	0	1	1	0
420	1	0	5	0	26	7708	0	1	1	0
434	1	0	11	0	26	7708	0	1	1	0
435	1	0	8	0	26	7708	0	1	1	0
436	1	0	12	0	24	6882	0	1	1	0
437	1	0	15	0	26	7708	0	1	1	0
438	1	0	20	0	28	9422	0	1	1	0
439	1	0	5	0	26	7708	0	1	1	0
445	1	0	4	0	26	7708	0	1	1	0
455	1	0	11	0	26	7708	0	1	1	0
456	1	0	8	0	26	7708	0	1	1	0
457	1	0	12	0	24	6882	0	1	1	0
458	1	0	15	0	26	7708	0	1	1	0
459	1	0	20	0	28	9422	0	1	1	0
461	1	0	5	0	26	7708	0	1	1	0
462	1	0	21	0	28	9422	0	1	1	0
466	1	0	4	0	26	7708	0	1	1	0
478	1	0	11	0	26	7708	0	1	1	0
479	1	0	8	0	26	7708	0	1	1	0
480	1	0	12	0	24	6882	0	1	1	0
481	1	0	15	0	26	7708	0	1	1	0
482	1	0	21	0	28	9422	0	1	1	0
483	1	0	20	0	28	9422	0	1	1	0
484	1	0	5	0	26	7708	0	1	1	0
500	1	0	11	0	26	7708	0	1	1	0
501	1	0	4	0	26	7708	0	1	1	0
502	1	0	21	0	28	9422	0	1	1	0
503	1	0	8	0	26	7708	0	1	1	0
504	1	0	12	0	24	6882	0	1	1	0
505	1	0	15	0	26	7708	0	1	1	0
506	1	0	20	0	28	9422	0	1	1	0
508	1	0	5	0	26	7708	0	1	1	0
514	1	0	18	0	28	9422	0	1	1	0
521	1	0	4	0	26	7708	0	1	1	0
525	1	0	11	0	26	7708	0	1	1	0
526	1	0	8	0	26	7708	0	1	1	0
527	1	0	12	0	24	6882	0	1	1	0
528	1	0	15	0	26	7708	0	1	1	0
529	1	0	20	0	28	9422	0	1	1	0
530	1	0	5	0	26	7708	0	1	1	0
538	1	0	18	0	28	9422	0	1	1	0
542	1	0	4	0	26	7708	0	1	1	0
545	1	0	21	0	28	9422	0	1	1	0
548	1	0	5	0	26	7708	0	1	1	0
549	1	0	11	0	26	7708	0	1	1	0
551	1	0	8	0	26	7708	0	1	1	0
553	1	0	12	0	24	6882	0	1	1	0
554	1	0	15	0	26	7708	0	1	1	0
555	1	0	20	0	28	9422	0	1	1	0
564	1	0	18	0	28	9422	0	1	1	0
565	1	0	21	0	28	9422	0	1	1	0
573	1	0	15	0	26	7708	0	1	1	0
575	1	0	4	0	26	7708	0	1	1	0
578	1	0	20	0	28	9422	0	1	1	0
579	1	0	5	0	26	7708	0	1	1	0
580	1	0	11	0	26	7708	0	1	1	0
581	1	0	8	0	26	7708	0	1	1	0
583	1	0	18	0	28	9422	0	1	1	0
584	1	0	21	0	28	9422	0	1	1	0
585	1	0	12	0	24	6882	0	1	1	0
597	1	0	15	0	26	7708	0	1	1	0
598	1	0	20	0	28	9422	0	1	1	0
599	1	0	5	0	26	7708	0	1	1	0
600	1	0	11	0	26	7708	0	1	1	0
601	1	0	8	0	26	7708	0	1	1	0
602	1	0	18	0	28	9422	0	1	1	0
603	1	0	4	0	26	7708	0	1	1	0
604	1	0	21	0	28	9422	0	1	1	0
605	1	0	12	0	24	6882	0	1	1	0
617	1	0	20	0	28	9422	0	1	1	0
618	1	0	5	0	26	7708	0	1	1	0
619	1	0	11	0	26	7708	0	1	1	0
620	1	0	8	0	26	7708	0	1	1	0
622	1	0	18	0	28	9422	0	1	1	0
623	1	0	4	0	26	7708	0	1	1	0
624	1	0	15	0	26	7708	0	1	1	0
630	1	0	12	0	24	6882	0	1	1	0
638	1	0	20	0	28	9422	0	1	1	0
639	1	0	5	0	26	7708	0	1	1	0
640	1	0	11	0	26	7708	0	1	1	0
641	1	0	8	0	26	7708	0	1	1	0
643	1	0	18	0	28	9422	0	1	1	0
644	1	0	21	0	28	9422	0	1	1	0
645	1	0	4	0	26	7708	0	1	1	0
647	1	0	15	0	26	7708	0	1	1	0
654	1	0	12	0	24	6882	0	1	1	0
658	1	0	20	0	28	9422	0	1	1	0
660	1	0	5	0	26	7708	0	1	1	0
661	1	0	11	0	26	7708	0	1	1	0
662	1	0	8	0	26	7708	0	1	1	0
664	1	0	4	0	26	7708	0	1	1	0
665	1	0	21	0	28	9422	0	1	1	0
666	1	0	18	0	28	9422	0	1	1	0
667	1	0	15	0	26	7708	0	1	1	0
674	1	0	12	0	24	6882	0	1	1	0
677	1	0	20	0	28	9422	0	1	1	0
678	1	0	5	0	26	7708	0	1	1	0
680	1	0	11	0	26	7708	0	1	1	0
681	1	0	8	0	26	7708	0	1	1	0
686	1	0	21	0	28	9422	0	1	1	0
687	1	0	18	0	28	9422	0	1	1	0
692	1	0	4	0	26	7708	0	1	1	0
693	1	0	15	0	26	7708	0	1	1	0
700	1	0	12	0	24	6882	0	1	1	0
702	1	0	20	0	28	9422	0	1	1	0
703	1	0	5	0	26	7708	0	1	1	0
704	1	0	11	0	26	7708	0	1	1	0
705	1	0	8	0	26	7708	0	1	1	0
712	1	0	4	0	26	7708	0	1	1	0
713	1	0	21	0	28	9422	0	1	1	0
715	1	0	15	0	26	7708	0	1	1	0
720	1	0	12	0	24	6882	0	1	1	0
722	1	0	20	0	28	9422	0	1	1	0
723	1	0	5	0	26	7708	0	1	1	0
724	1	0	11	0	26	7708	0	1	1	0
725	1	0	8	0	26	7708	0	1	1	0
733	1	0	18	0	28	9422	0	1	1	0
734	1	0	4	0	26	7708	0	1	1	0
738	1	0	15	0	26	7708	0	1	1	0
741	1	0	20	0	28	9422	0	1	1	0
742	1	0	21	0	28	9422	0	1	1	0
743	1	0	5	0	26	7708	0	1	1	0
744	1	0	11	0	26	7708	0	1	1	0
748	1	0	8	0	26	7708	0	1	1	0
750	1	0	12	0	24	6882	0	1	1	0
753	1	0	4	0	26	7708	0	1	1	0
758	1	0	18	0	28	9422	0	1	1	0
760	1	0	15	0	26	7708	0	1	1	0
762	1	0	20	0	28	9422	0	1	1	0
763	1	0	5	0	26	7708	0	1	1	0
764	1	0	11	0	26	7708	0	1	1	0
772	1	0	8	0	26	7708	0	1	1	0
773	1	0	4	0	26	7708	0	1	1	0
774	1	0	21	0	28	9422	0	1	1	0
775	1	0	12	0	24	6882	0	1	1	0
782	1	0	15	0	26	7708	0	1	1	0
783	1	0	20	0	28	9422	0	1	1	0
784	1	0	5	0	26	7708	0	1	1	0
785	1	0	11	0	26	7708	0	1	1	0
786	1	0	18	0	28	9422	0	1	1	0
796	1	0	21	0	28	9422	0	1	1	0
799	1	0	8	0	26	7708	0	1	1	0
800	1	0	12	0	24	6882	0	1	1	0
801	1	0	15	0	26	7708	0	1	1	0
803	1	0	20	0	28	9422	0	1	1	0
804	1	0	5	0	26	7708	0	1	1	0
805	1	0	11	0	26	7708	0	1	1	0
808	1	0	4	0	26	7708	0	1	1	0
813	1	0	17	0	28	9422	0	1	1	0
815	1	0	21	0	28	9422	0	1	1	0
820	1	0	18	0	28	9422	0	1	1	0
824	1	0	8	0	26	7708	0	1	1	0
825	1	0	12	0	24	6882	0	1	1	0
826	1	0	15	0	26	7708	0	1	1	0
827	1	0	20	0	28	9422	0	1	1	0
828	1	0	4	0	26	7708	0	1	1	0
829	1	0	5	0	26	7708	0	1	1	0
830	1	0	11	0	26	7708	0	1	1	0
840	1	0	17	0	28	9422	0	1	1	0
843	1	0	21	0	28	9422	0	1	1	0
845	1	0	8	0	26	7708	0	1	1	0
846	1	0	12	0	24	6882	0	1	1	0
847	1	0	18	0	28	9422	0	1	1	0
849	1	0	15	0	26	7708	0	1	1	0
850	1	0	20	0	28	9422	0	1	1	0
851	1	0	5	0	26	7708	0	1	1	0
852	1	0	11	0	26	7708	0	1	1	0
855	1	0	4	0	26	7708	0	1	1	0
865	1	0	8	0	26	7708	0	1	1	0
866	1	0	12	0	24	6882	0	1	1	0
867	1	0	17	0	28	9422	0	1	1	0
868	1	0	18	0	28	9422	0	1	1	0
869	1	0	15	0	26	7708	0	1	1	0
870	1	0	21	0	28	9422	0	1	1	0
872	1	0	20	0	28	9422	0	1	1	0
873	1	0	5	0	26	7708	0	1	1	0
874	1	0	11	0	26	7708	0	1	1	0
876	1	0	4	0	26	7708	0	1	1	0
886	1	0	8	0	26	7708	0	1	1	0
887	1	0	12	0	24	6882	0	1	1	0
888	1	0	18	0	28	9422	0	1	1	0
890	1	0	15	0	26	7708	0	1	1	0
891	1	0	20	0	28	9422	0	1	1	0
892	1	0	5	0	26	7708	0	1	1	0
893	1	0	11	0	26	7708	0	1	1	0
894	1	0	17	0	28	9422	0	1	1	0
896	1	0	4	0	26	7708	0	1	1	0
898	1	0	21	0	28	9422	0	1	1	0
906	1	0	8	0	26	7708	0	1	1	0
907	1	0	12	0	24	6882	0	1	1	0
908	1	0	18	0	28	9422	0	1	1	0
910	1	0	15	0	26	7708	0	1	1	0
911	1	0	20	0	28	9422	0	1	1	0
912	1	0	5	0	26	7708	0	1	1	0
913	1	0	11	0	26	7708	0	1	1	0
916	1	0	4	0	26	7708	0	1	1	0
917	1	0	21	0	28	9422	0	1	1	0
921	1	0	17	0	28	9422	0	1	1	0
924	1	0	8	0	26	7708	0	1	1	0
925	1	0	12	0	24	6882	0	1	1	0
934	1	0	15	0	26	7708	0	1	1	0
936	1	0	18	0	28	9422	0	1	1	0
937	1	0	20	0	28	9422	0	1	1	0
938	1	0	5	0	26	7708	0	1	1	0
939	1	0	11	0	26	7708	0	1	1	0
944	1	0	4	0	26	7708	0	1	1	0
947	1	0	8	0	26	7708	0	1	1	0
948	1	0	12	0	24	6882	0	1	1	0
949	1	0	17	0	28	9422	0	1	1	0
950	1	0	10	0	28	9422	0	1	1	0
951	1	0	21	0	28	9422	0	1	1	0
953	1	0	15	0	26	7708	0	1	1	0
959	1	0	9	0	24	6882	0	1	1	0
964	1	0	20	0	28	9422	0	1	1	0
965	1	0	5	0	26	7708	0	1	1	0
966	1	0	11	0	26	7708	0	1	1	0
967	1	0	8	0	26	7708	0	1	1	0
968	1	0	12	0	24	6882	0	1	1	0
975	1	0	15	0	26	7708	0	1	1	0
977	1	0	17	0	28	9422	0	1	1	0
978	1	0	18	0	28	9422	0	1	1	0
980	1	0	4	0	26	7708	0	1	1	0
986	1	0	9	0	24	6882	0	1	1	0
991	1	0	20	0	28	9422	0	1	1	0
994	1	0	5	0	26	7708	0	1	1	0
995	1	0	11	0	26	7708	0	1	1	0
996	1	0	8	0	26	7708	0	1	1	0
997	1	0	12	0	24	6882	0	1	1	0
998	1	0	15	0	26	7708	0	1	1	0
1001	1	0	4	0	26	7708	0	1	1	0
1007	1	0	18	0	28	9422	0	1	1	0
1010	1	0	17	0	28	9422	0	1	1	0
1013	1	0	9	0	24	6882	0	1	1	0
1014	1	0	8	0	26	7708	0	1	1	0
1015	1	0	12	0	24	6882	0	1	1	0
1016	1	0	15	0	26	7708	0	1	1	0
1018	1	0	20	0	28	9422	0	1	1	0
1019	1	0	4	0	26	7708	0	1	1	0
1020	1	0	5	0	26	7708	0	1	1	0
1021	1	0	11	0	26	7708	0	1	1	0
1025	1	0	18	0	28	9422	0	1	1	0
1028	1	0	17	0	28	9422	0	1	1	0
1032	1	0	8	0	26	7708	0	1	1	0
1033	1	0	12	0	24	6882	0	1	1	0
1034	1	0	15	0	26	7708	0	1	1	0
1040	1	0	9	0	24	6882	0	1	1	0
1044	1	0	20	0	28	9422	0	1	1	0
1045	1	0	5	0	26	7708	0	1	1	0
1046	1	0	4	0	26	7708	0	1	1	0
1047	1	0	11	0	26	7708	0	1	1	0
1052	1	0	18	0	28	9422	0	1	1	0
1054	1	0	17	0	28	9422	0	1	1	0
1056	1	0	8	0	26	7708	0	1	1	0
1057	1	0	12	0	24	6882	0	1	1	0
1059	1	0	15	0	26	7708	0	1	1	0
1067	1	0	4	0	26	7708	0	1	1	0
1068	1	0	9	0	24	6882	0	1	1	0
1070	1	0	20	0	28	9422	0	1	1	0
1071	1	0	5	0	26	7708	0	1	1	0
1072	1	0	11	0	26	7708	0	1	1	0
1079	1	0	18	0	28	9422	0	1	1	0
1082	1	0	8	0	26	7708	0	1	1	0
1083	1	0	12	0	24	6882	0	1	1	0
1084	1	0	15	0	26	7708	0	1	1	0
1087	1	0	17	0	28	9422	0	1	1	0
1088	1	0	4	0	26	7708	0	1	1	0
1090	1	0	11	0	26	7708	0	1	1	0
1095	1	0	9	0	24	6882	0	1	1	0
1097	1	0	20	0	28	9422	0	1	1	0
1098	1	0	5	0	26	7708	0	1	1	0
1100	1	0	8	0	26	7708	0	1	1	0
1102	1	0	12	0	24	6882	0	1	1	0
1103	1	0	15	0	26	7708	0	1	1	0
1107	1	0	4	0	26	7708	0	1	1	0
1108	1	0	18	0	28	9422	0	1	1	0
1113	1	0	17	0	28	9422	0	1	1	0
1115	1	0	20	0	28	9422	0	1	1	0
1116	1	0	5	0	26	7708	0	1	1	0
1117	1	0	11	0	26	7708	0	1	1	0
1118	1	0	8	0	26	7708	0	1	1	0
1121	1	0	15	0	26	7708	0	1	1	0
1123	1	0	9	0	24	6882	0	1	1	0
1126	1	0	18	0	28	9422	0	1	1	0
1130	1	0	12	0	24	6882	0	1	1	0
1135	1	0	4	0	26	7708	0	1	1	0
1136	1	0	11	0	26	7708	0	1	1	0
1137	1	0	8	0	26	7708	0	1	1	0
1139	1	0	15	0	26	7708	0	1	1	0
1140	1	0	20	0	28	9422	0	1	1	0
1141	1	0	5	0	26	7708	0	1	1	0
1148	1	0	17	0	28	9422	0	1	1	0
1150	1	0	9	0	24	6882	0	1	1	0
1152	1	0	18	0	28	9422	0	1	1	0
1155	1	0	4	0	26	7708	0	1	1	0
1156	1	0	12	0	24	6882	0	1	1	0
1157	1	0	15	0	26	7708	0	1	1	0
1159	1	0	14	0	24	6882	0	1	1	0
1160	1	0	20	0	28	9422	0	1	1	0
1161	1	0	5	0	26	7708	0	1	1	0
1165	1	0	11	0	26	7708	0	1	1	0
1166	1	0	8	0	26	7708	0	1	1	0
1170	1	0	17	0	28	9422	0	1	1	0
1172	1	0	18	0	28	9422	0	1	1	0
1174	1	0	3	0	24	6882	0	1	1	0
1176	1	0	4	0	26	7708	0	1	1	0
1177	1	0	9	0	24	6882	0	1	1	0
1178	1	0	12	0	24	6882	0	1	1	0
1179	1	0	15	0	26	7708	0	1	1	0
1180	1	0	20	0	28	9422	0	1	1	0
1181	1	0	5	0	26	7708	0	1	1	0
1185	1	0	11	0	26	7708	0	1	1	0
1186	1	0	8	0	26	7708	0	1	1	0
1193	1	0	18	0	28	9422	0	1	1	0
1196	1	0	12	0	24	6882	0	1	1	0
1197	1	0	15	0	26	7708	0	1	1	0
1198	1	0	20	0	28	9422	0	1	1	0
1199	1	0	5	0	26	7708	0	1	1	0
1202	1	0	3	0	24	6882	0	1	1	0
1204	1	0	17	0	28	9422	0	1	1	0
1205	1	0	9	0	24	6882	0	1	1	0
1211	1	0	11	0	26	7708	0	1	1	0
1212	1	0	8	0	26	7708	0	1	1	0
1215	1	0	15	0	26	7708	0	1	1	0
1216	1	0	20	0	28	9422	0	1	1	0
1217	1	0	5	0	26	7708	0	1	1	0
1218	1	0	6	0	28	9422	0	1	1	0
1219	1	0	4	0	26	7708	0	1	1	0
1222	1	0	12	0	24	6882	0	1	1	0
1229	1	0	18	0	28	9422	0	1	1	0
1232	1	0	9	0	24	6882	0	1	1	0
1234	1	0	3	0	24	6882	0	1	1	0
1235	1	0	15	0	26	7708	0	1	1	0
1236	1	0	20	0	28	9422	0	1	1	0
1237	1	0	6	0	28	9422	0	1	1	0
1238	1	0	5	0	26	7708	0	1	1	0
1239	1	0	11	0	26	7708	0	1	1	0
1240	1	0	8	0	26	7708	0	1	1	0
1241	1	0	12	0	24	6882	0	1	1	0
1251	1	0	4	0	26	7708	0	1	1	0
1252	1	0	18	0	28	9422	0	1	1	0
1254	1	0	15	0	26	7708	0	1	1	0
1255	1	0	20	0	28	9422	0	1	1	0
1256	1	0	5	0	26	7708	0	1	1	0
1257	1	0	11	0	26	7708	0	1	1	0
1259	1	0	8	0	26	7708	0	1	1	0
1260	1	0	12	0	24	6882	0	1	1	0
1265	1	0	6	0	28	9422	0	1	1	0
1266	1	0	9	0	24	6882	0	1	1	0
1269	1	0	3	0	24	6882	0	1	1	0
1270	1	0	18	0	28	9422	0	1	1	0
1274	1	0	4	0	26	7708	0	1	1	0
1276	1	0	15	0	26	7708	0	1	1	0
1277	1	0	20	0	28	9422	0	1	1	0
1279	1	0	5	0	26	7708	0	1	1	0
1280	1	0	11	0	26	7708	0	1	1	0
1281	1	0	8	0	26	7708	0	1	1	0
1282	1	0	12	0	24	6882	0	1	1	0
1284	1	0	6	0	28	9422	0	1	1	0
1287	1	0	9	0	24	6882	0	1	1	0
1289	1	0	14	0	24	6882	0	1	1	0
1290	1	0	18	0	28	9422	0	1	1	0
1296	1	0	15	0	26	7708	0	1	1	0
1297	1	0	20	0	28	9422	0	1	1	0
1298	1	0	5	0	26	7708	0	1	1	0
1302	1	0	11	0	26	7708	0	1	1	0
1303	1	0	3	0	24	6882	0	1	1	0
1304	1	0	17	0	28	9422	0	1	1	0
1306	1	0	6	0	28	9422	0	1	1	0
1308	1	0	4	0	26	7708	0	1	1	0
1309	1	0	8	0	26	7708	0	1	1	0
1311	1	0	12	0	24	6882	0	1	1	0
1313	1	0	9	0	24	6882	0	1	1	0
1314	1	0	15	0	26	7708	0	1	1	0
1315	1	0	20	0	28	9422	0	1	1	0
1316	1	0	18	0	28	9422	0	1	1	0
1317	1	0	7	0	24	6882	0	1	1	0
1318	1	0	5	0	26	7708	0	1	1	0
1325	1	0	6	0	28	9422	0	1	1	0
1326	1	0	11	0	26	7708	0	1	1	0
1327	1	0	4	0	26	7708	0	1	1	0
1329	1	0	8	0	26	7708	0	1	1	0
1330	1	0	12	0	24	6882	0	1	1	0
1337	1	0	3	0	24	6882	0	1	1	0
1339	1	0	15	0	26	7708	0	1	1	0
1340	1	0	20	0	28	9422	0	1	1	0
1341	1	0	9	0	24	6882	0	1	1	0
1342	1	0	5	0	26	7708	0	1	1	0
1346	1	0	6	0	28	9422	0	1	1	0
1349	1	0	17	0	28	9422	0	1	1	0
1352	1	0	11	0	26	7708	0	1	1	0
1354	1	0	8	0	26	7708	0	1	1	0
1355	1	0	12	0	24	6882	0	1	1	0
1357	1	0	14	0	24	6882	0	1	1	0
1358	1	0	20	0	28	9422	0	1	1	0
1361	1	0	5	0	26	7708	0	1	1	0
1365	1	0	3	0	24	6882	0	1	1	0
1366	1	0	15	0	26	7708	0	1	1	0
1368	1	0	9	0	24	6882	0	1	1	0
1370	1	0	11	0	26	7708	0	1	1	0
1373	1	0	6	0	28	9422	0	1	1	0
1378	1	0	8	0	26	7708	0	1	1	0
1379	1	0	18	0	28	9422	0	1	1	0
1380	1	0	17	0	28	9422	0	1	1	0
1385	1	0	12	0	24	6882	0	1	1	0
1386	1	0	15	0	26	7708	0	1	1	0
1387	1	0	20	0	28	9422	0	1	1	0
1389	1	0	5	0	26	7708	0	1	1	0
1391	1	0	11	0	26	7708	0	1	1	0
1392	1	0	3	0	24	6882	0	1	1	0
1395	1	0	9	0	24	6882	0	1	1	0
1400	1	0	8	0	26	7708	0	1	1	0
1401	1	0	6	0	28	9422	0	1	1	0
1402	1	0	17	0	28	9422	0	1	1	0
1403	1	0	12	0	24	6882	0	1	1	0
1404	1	0	15	0	26	7708	0	1	1	0
1405	1	0	20	0	28	9422	0	1	1	0
1408	1	0	18	0	28	9422	0	1	1	0
1415	1	0	5	0	26	7708	0	1	1	0
1416	1	0	11	0	26	7708	0	1	1	0
1419	1	0	3	0	24	6882	0	1	1	0
1421	1	0	6	0	28	9422	0	1	1	0
1423	1	0	9	0	24	6882	0	1	1	0
1425	1	0	14	0	24	6882	0	1	1	0
1427	1	0	8	0	26	7708	0	1	1	0
1429	1	0	12	0	24	6882	0	1	1	0
1430	1	0	15	0	26	7708	0	1	1	0
1431	1	0	20	0	28	9422	0	1	1	0
1435	1	0	18	0	28	9422	0	1	1	0
1441	1	0	5	0	26	7708	0	1	1	0
1442	1	0	6	0	28	9422	0	1	1	0
1443	1	0	17	0	28	9422	0	1	1	0
1444	1	0	11	0	26	7708	0	1	1	0
1445	1	0	8	0	26	7708	0	1	1	0
1452	1	0	2	0	24	6882	0	1	1	0
1453	1	0	12	0	24	6882	0	1	1	0
1454	1	0	18	0	28	9422	0	1	1	0
1456	1	0	9	0	24	6882	0	1	1	0
1458	1	0	15	0	26	7708	0	1	1	0
1459	1	0	20	0	28	9422	0	1	1	0
1460	1	0	5	0	26	7708	0	1	1	0
1462	1	0	6	0	28	9422	0	1	1	0
1465	1	0	8	0	26	7708	0	1	1	0
1471	1	0	17	0	28	9422	0	1	1	0
1472	1	0	11	0	26	7708	0	1	1	0
1474	1	0	12	0	24	6882	0	1	1	0
1475	1	0	18	0	28	9422	0	1	1	0
1477	1	0	15	0	26	7708	0	1	1	0
1478	1	0	9	0	24	6882	0	1	1	0
1479	1	0	2	0	24	6882	0	1	1	0
1480	1	0	20	0	28	9422	0	1	1	0
1481	1	0	5	0	26	7708	0	1	1	0
1483	1	0	6	0	28	9422	0	1	1	0
1486	1	0	8	0	26	7708	0	1	1	0
1492	1	0	11	0	26	7708	0	1	1	0
1493	1	0	14	0	24	6882	0	1	1	0
1497	1	0	17	0	28	9422	0	1	1	0
1498	1	0	12	0	24	6882	0	1	1	0
1499	1	0	16	0	28	9422	0	1	1	0
1500	1	0	15	0	26	7708	0	1	1	0
1501	1	0	20	0	28	9422	0	1	1	0
1502	1	0	5	0	26	7708	0	1	1	0
1504	1	0	18	0	28	9422	0	1	1	0
1505	1	0	6	0	28	9422	0	1	1	0
1506	1	0	9	0	24	6882	0	1	1	0
1507	1	0	2	0	24	6882	0	1	1	0
1508	1	0	8	0	26	7708	0	1	1	0
1514	1	0	11	0	26	7708	0	1	1	0
1517	1	0	12	0	24	6882	0	1	1	0
1518	1	0	15	0	26	7708	0	1	1	0
1519	1	0	20	0	28	9422	0	1	1	0
1521	1	0	5	0	26	7708	0	1	1	0
1523	1	0	6	0	28	9422	0	1	1	0
1524	1	0	18	0	28	9422	0	1	1	0
1525	1	0	17	0	28	9422	0	1	1	0
1526	1	0	8	0	26	7708	0	1	1	0
1532	1	0	11	0	26	7708	0	1	1	0
1533	1	0	9	0	24	6882	0	1	1	0
1534	1	0	4	0	26	7708	0	1	1	0
1536	1	0	12	0	24	6882	0	1	1	0
1537	1	0	15	0	26	7708	0	1	1	0
1538	1	0	16	0	28	9422	0	1	1	0
1539	1	0	20	0	28	9422	0	1	1	0
1540	1	0	2	0	24	6882	0	1	1	0
1541	1	0	5	0	26	7708	0	1	1	0
1550	1	0	8	0	26	7708	0	1	1	0
1551	1	0	3	0	24	6882	0	1	1	0
1557	1	0	11	0	26	7708	0	1	1	0
1558	1	0	18	0	28	9422	0	1	1	0
