% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
1559	1	0	9	0	24	6882	0	1	1	0
1561	1	0	12	0	24	6882	0	1	1	0
1562	1	0	14	0	24	6882	0	1	1	0
1563	1	0	15	0	26	7708	0	1	1	0
1565	1	0	20	0	28	9422	0	1	1	0
1566	1	0	16	0	28	9422	0	1	1	0
1567	1	0	5	0	26	7708	0	1	1	0
1568	1	0	2	0	24	6882	0	1	1	0
1570	1	0	8	0	26	7708	0	1	1	0
1577	1	0	3	0	24	6882	0	1	1	0
1578	1	0	11	0	26	7708	0	1	1	0
1581	1	0	12	0	24	6882	0	1	1	0
1582	1	0	15	0	26	7708	0	1	1	0
1583	1	0	20	0	28	9422	0	1	1	0
1587	1	0	9	0	24	6882	0	1	1	0
1590	1	0	18	0	28	9422	0	1	1	0
1591	1	0	17	0	28	9422	0	1	1	0
1594	1	0	5	0	26	7708	0	1	1	0
1596	1	0	2	0	24	6882	0	1	1	0
1597	1	0	8	0	26	7708	0	1	1	0
1599	1	0	16	0	28	9422	0	1	1	0
1601	1	0	15	0	26	7708	0	1	1	0
1602	1	0	20	0	28	9422	0	1	1	0
1605	1	0	3	0	24	6882	0	1	1	0
1606	1	0	11	0	26	7708	0	1	1	0
1609	1	0	12	0	24	6882	0	1	1	0
1612	1	0	5	0	26	7708	0	1	1	0
1615	1	0	9	0	24	6882	0	1	1	0
1616	1	0	8	0	26	7708	0	1	1	0
1619	1	0	15	0	26	7708	0	1	1	0
1620	1	0	18	0	28	9422	0	1	1	0
1621	1	0	16	0	28	9422	0	1	1	0
1624	1	0	17	0	28	9422	0	1	1	0
1627	1	0	20	0	28	9422	0	1	1	0
1629	1	0	11	0	26	7708	0	1	1	0
1630	1	0	2	0	24	6882	0	1	1	0
1632	1	0	3	0	24	6882	0	1	1	0
1633	1	0	12	0	24	6882	0	1	1	0
1637	1	0	5	0	26	7708	0	1	1	0
1639	1	0	8	0	26	7708	0	1	1	0
1641	1	0	15	0	26	7708	0	1	1	0
1642	1	0	9	0	24	6882	0	1	1	0
1644	1	0	16	0	28	9422	0	1	1	0
1645	1	0	20	0	28	9422	0	1	1	0
1648	1	0	11	0	26	7708	0	1	1	0
1651	1	0	12	0	24	6882	0	1	1	0
1657	1	0	2	0	24	6882	0	1	1	0
1658	1	0	8	0	26	7708	0	1	1	0
1659	1	0	3	0	24	6882	0	1	1	0
1661	1	0	15	0	26	7708	0	1	1	0
1662	1	0	16	0	28	9422	0	1	1	0
1663	1	0	20	0	28	9422	0	1	1	0
1664	1	0	5	0	26	7708	0	1	1	0
1672	1	0	18	0	28	9422	0	1	1	0
1673	1	0	11	0	26	7708	0	1	1	0
1675	1	0	9	0	24	6882	0	1	1	0
1678	1	0	4	0	26	7708	0	1	1	0
1680	1	0	8	0	26	7708	0	1	1	0
1681	1	0	12	0	24	6882	0	1	1	0
1682	1	0	15	0	26	7708	0	1	1	0
1683	1	0	16	0	28	9422	0	1	1	0
1684	1	0	2	0	24	6882	0	1	1	0
1685	1	0	20	0	28	9422	0	1	1	0
1686	1	0	5	0	26	7708	0	1	1	0
1687	1	0	3	0	24	6882	0	1	1	0
1696	1	0	9	0	24	6882	0	1	1	0
1697	1	0	11	0	26	7708	0	1	1	0
1698	1	0	14	0	24	6882	0	1	1	0
1700	1	0	8	0	26	7708	0	1	1	0
1701	1	0	12	0	24	6882	0	1	1	0
1702	1	0	15	0	26	7708	0	1	1	0
1703	1	0	18	0	28	9422	0	1	1	0
1704	1	0	1	0	26	7708	0	1	1	0
1705	1	0	4	0	26	7708	0	1	1	0
1706	1	0	16	0	28	9422	0	1	1	0
1707	1	0	20	0	28	9422	0	1	1	0
1708	1	0	5	0	26	7708	0	1	1	0
1712	1	0	2	0	24	6882	0	1	1	0
1714	1	0	3	0	24	6882	0	1	1	0
1717	1	0	11	0	26	7708	0	1	1	0
1718	1	0	8	0	26	7708	0	1	1	0
1719	1	0	12	0	24	6882	0	1	1	0
1720	1	0	15	0	26	7708	0	1	1	0
1724	1	0	16	0	28	9422	0	1	1	0
1729	1	0	20	0	28	9422	0	1	1	0
1731	1	0	5	0	26	7708	0	1	1	0
1733	1	0	4	0	26	7708	0	1	1	0
1737	1	0	9	0	24	6882	0	1	1	0
1739	1	0	2	0	24	6882	0	1	1	0
1741	1	0	3	0	24	6882	0	1	1	0
1743	1	0	11	0	26	7708	0	1	1	0
1744	1	0	8	0	26	7708	0	1	1	0
1745	1	0	12	0	24	6882	0	1	1	0
1747	1	0	15	0	26	7708	0	1	1	0
1748	1	0	20	0	28	9422	0	1	1	0
1749	1	0	5	0	26	7708	0	1	1	0
1753	1	0	4	0	26	7708	0	1	1	0
1764	1	0	16	0	28	9422	0	1	1	0
1766	1	0	14	0	24	6882	0	1	1	0
1767	1	0	11	0	26	7708	0	1	1	0
1768	1	0	3	0	24	6882	0	1	1	0
1769	1	0	8	0	26	7708	0	1	1	0
1770	1	0	9	0	24	6882	0	1	1	0
1772	1	0	12	0	24	6882	0	1	1	0
1773	1	0	15	0	26	7708	0	1	1	0
1774	1	0	4	0	26	7708	0	1	1	0
1775	1	0	20	0	28	9422	0	1	1	0
1776	1	0	5	0	26	7708	0	1	1	0
1784	1	0	16	0	28	9422	0	1	1	0
1787	1	0	11	0	26	7708	0	1	1	0
1788	1	0	8	0	26	7708	0	1	1	0
1795	1	0	12	0	24	6882	0	1	1	0
1796	1	0	15	0	26	7708	0	1	1	0
1797	1	0	20	0	28	9422	0	1	1	0
1798	1	0	9	0	24	6882	0	1	1	0
1800	1	0	5	0	26	7708	0	1	1	0
1801	1	0	4	0	26	7708	0	1	1	0
1803	1	0	3	0	24	6882	0	1	1	0
1812	1	0	11	0	26	7708	0	1	1	0
1813	1	0	8	0	26	7708	0	1	1	0
1814	1	0	12	0	24	6882	0	1	1	0
1816	1	0	15	0	26	7708	0	1	1	0
1817	1	0	20	0	28	9422	0	1	1	0
1818	1	0	5	0	26	7708	0	1	1	0
1819	1	0	9	0	24	6882	0	1	1	0
1820	1	0	16	0	28	9422	0	1	1	0
1822	1	0	4	0	26	7708	0	1	1	0
1823	1	0	3	0	24	6882	0	1	1	0
1831	1	0	11	0	26	7708	0	1	1	0
1833	1	0	8	0	26	7708	0	1	1	0
1834	1	0	12	0	24	6882	0	1	1	0
1835	1	0	14	0	24	6882	0	1	1	0
1836	1	0	15	0	26	7708	0	1	1	0
1837	1	0	20	0	28	9422	0	1	1	0
1838	1	0	5	0	26	7708	0	1	1	0
1839	1	0	16	0	28	9422	0	1	1	0
1840	1	0	1	0	26	7708	0	1	1	0
1842	1	0	4	0	26	7708	0	1	1	0
1846	1	0	9	0	24	6882	0	1	1	0
1850	1	0	11	0	26	7708	0	1	1	0
1851	1	0	3	0	24	6882	0	1	1	0
1852	1	0	8	0	26	7708	0	1	1	0
1854	1	0	12	0	24	6882	0	1	1	0
1855	1	0	15	0	26	7708	0	1	1	0
1857	1	0	20	0	28	9422	0	1	1	0
1858	1	0	5	0	26	7708	0	1	1	0
1866	1	0	16	0	28	9422	0	1	1	0
1868	1	0	11	0	26	7708	0	1	1	0
1869	1	0	4	0	26	7708	0	1	1	0
1870	1	0	8	0	26	7708	0	1	1	0
1877	1	0	12	0	24	6882	0	1	1	0
1878	1	0	3	0	24	6882	0	1	1	0
1879	1	0	15	0	26	7708	0	1	1	0
1880	1	0	9	0	24	6882	0	1	1	0
1881	1	0	20	0	28	9422	0	1	1	0
1882	1	0	5	0	26	7708	0	1	1	0
1890	1	0	4	0	26	7708	0	1	1	0
1893	1	0	11	0	26	7708	0	1	1	0
1894	1	0	8	0	26	7708	0	1	1	0
1895	1	0	12	0	24	6882	0	1	1	0
1901	1	0	9	0	24	6882	0	1	1	0
1903	1	0	14	0	24	6882	0	1	1	0
1906	1	0	15	0	26	7708	0	1	1	0
1907	1	0	20	0	28	9422	0	1	1	0
1908	1	0	5	0	26	7708	0	1	1	0
1909	1	0	1	0	26	7708	0	1	1	0
1910	1	0	4	0	26	7708	0	1	1	0
1911	1	0	3	0	24	6882	0	1	1	0
1912	1	0	11	0	26	7708	0	1	1	0
1913	1	0	8	0	26	7708	0	1	1	0
1914	1	0	12	0	24	6882	0	1	1	0
1928	1	0	9	0	24	6882	0	1	1	0
1929	1	0	15	0	26	7708	0	1	1	0
1930	1	0	20	0	28	9422	0	1	1	0
1931	1	0	5	0	26	7708	0	1	1	0
1932	1	0	11	0	26	7708	0	1	1	0
1933	1	0	8	0	26	7708	0	1	1	0
1934	1	0	12	0	24	6882	0	1	1	0
1945	1	0	4	0	26	7708	0	1	1	0
1946	1	0	3	0	24	6882	0	1	1	0
1950	1	0	15	0	26	7708	0	1	1	0
1952	1	0	20	0	28	9422	0	1	1	0
1953	1	0	5	0	26	7708	0	1	1	0
1954	1	0	11	0	26	7708	0	1	1	0
1955	1	0	9	0	24	6882	0	1	1	0
1956	1	0	8	0	26	7708	0	1	1	0
1957	1	0	12	0	24	6882	0	1	1	0
1965	1	0	4	0	26	7708	0	1	1	0
1971	1	0	14	0	24	6882	0	1	1	0
1974	1	0	15	0	26	7708	0	1	1	0
1975	1	0	20	0	28	9422	0	1	1	0
1976	1	0	5	0	26	7708	0	1	1	0
1977	1	0	1	0	26	7708	0	1	1	0
1978	1	0	11	0	26	7708	0	1	1	0
1980	1	0	3	0	24	6882	0	1	1	0
1981	1	0	8	0	26	7708	0	1	1	0
1982	1	0	12	0	24	6882	0	1	1	0
1989	1	0	9	0	24	6882	0	1	1	0
1992	1	0	4	0	26	7708	0	1	1	0
1993	1	0	20	0	28	9422	0	1	1	0
1994	1	0	5	0	26	7708	0	1	1	0
1998	1	0	15	0	26	7708	0	1	1	0
2001	1	0	3	0	24	6882	0	1	1	0
2003	1	0	11	0	26	7708	0	1	1	0
2004	1	0	8	0	26	7708	0	1	1	0
2005	1	0	12	0	24	6882	0	1	1	0
2013	1	0	20	0	28	9422	0	1	1	0
2015	1	0	5	0	26	7708	0	1	1	0
2019	1	0	15	0	26	7708	0	1	1	0
2022	1	0	11	0	26	7708	0	1	1	0
2023	1	0	8	0	26	7708	0	1	1	0
2024	1	0	12	0	24	6882	0	1	1	0
2026	1	0	4	0	26	7708	0	1	1	0
2028	1	0	3	0	24	6882	0	1	1	0
2034	1	0	20	0	28	9422	0	1	1	0
2035	1	0	5	0	26	7708	0	1	1	0
2039	1	0	15	0	26	7708	0	1	1	0
2042	1	0	11	0	26	7708	0	1	1	0
2043	1	0	8	0	26	7708	0	1	1	0
2044	1	0	12	0	24	6882	0	1	1	0
2045	1	0	1	0	26	7708	0	1	1	0
2047	1	0	4	0	26	7708	0	1	1	0
2055	1	0	3	0	24	6882	0	1	1	0
2056	1	0	20	0	28	9422	0	1	1	0
2057	1	0	5	0	26	7708	0	1	1	0
2061	1	0	15	0	26	7708	0	1	1	0
2064	1	0	11	0	26	7708	0	1	1	0
2065	1	0	8	0	26	7708	0	1	1	0
2066	1	0	12	0	24	6882	0	1	1	0
2067	1	0	4	0	26	7708	0	1	1	0
2076	1	0	20	0	28	9422	0	1	1	0
2077	1	0	5	0	26	7708	0	1	1	0
2082	1	0	3	0	24	6882	0	1	1	0
2083	1	0	15	0	26	7708	0	1	1	0
2086	1	0	11	0	26	7708	0	1	1	0
2087	1	0	8	0	26	7708	0	1	1	0
2088	1	0	12	0	24	6882	0	1	1	0
2095	1	0	4	0	26	7708	0	1	1	0
2097	1	0	20	0	28	9422	0	1	1	0
2098	1	0	5	0	26	7708	0	1	1	0
2100	1	0	16	0	28	9422	0	1	1	0
2103	1	0	15	0	26	7708	0	1	1	0
2106	1	0	11	0	26	7708	0	1	1	0
2107	1	0	8	0	26	7708	0	1	1	0
2108	1	0	14	0	24	6882	0	1	1	0
2110	1	0	3	0	24	6882	0	1	1	0
2111	1	0	12	0	24	6882	0	1	1	0
2113	1	0	1	0	26	7708	0	1	1	0
2115	1	0	4	0	26	7708	0	1	1	0
2116	1	0	5	0	26	7708	0	1	1	0
2121	1	0	20	0	28	9422	0	1	1	0
2124	1	0	11	0	26	7708	0	1	1	0
2125	1	0	8	0	26	7708	0	1	1	0
2127	1	0	15	0	26	7708	0	1	1	0
2132	1	0	16	0	28	9422	0	1	1	0
2133	1	0	12	0	24	6882	0	1	1	0
2136	1	0	4	0	26	7708	0	1	1	0
2137	1	0	5	0	26	7708	0	1	1	0
2143	1	0	20	0	28	9422	0	1	1	0
2145	1	0	11	0	26	7708	0	1	1	0
2147	1	0	8	0	26	7708	0	1	1	0
2150	1	0	15	0	26	7708	0	1	1	0
2151	1	0	3	0	24	6882	0	1	1	0
2153	1	0	16	0	28	9422	0	1	1	0
2154	1	0	2	0	24	6882	0	1	1	0
2155	1	0	5	0	26	7708	0	1	1	0
2158	1	0	12	0	24	6882	0	1	1	0
2161	1	0	20	0	28	9422	0	1	1	0
2163	1	0	11	0	26	7708	0	1	1	0
2165	1	0	4	0	26	7708	0	1	1	0
2166	1	0	8	0	26	7708	0	1	1	0
2169	1	0	15	0	26	7708	0	1	1	0
2178	1	0	5	0	26	7708	0	1	1	0
2180	1	0	16	0	28	9422	0	1	1	0
2182	1	0	1	0	26	7708	0	1	1	0
2183	1	0	4	0	26	7708	0	1	1	0
2184	1	0	3	0	24	6882	0	1	1	0
2185	1	0	12	0	24	6882	0	1	1	0
2188	1	0	20	0	28	9422	0	1	1	0
2190	1	0	11	0	26	7708	0	1	1	0
2191	1	0	8	0	26	7708	0	1	1	0
2195	1	0	2	0	24	6882	0	1	1	0
2196	1	0	15	0	26	7708	0	1	1	0
2199	1	0	5	0	26	7708	0	1	1	0
2201	1	0	16	0	28	9422	0	1	1	0
2203	1	0	12	0	24	6882	0	1	1	0
2204	1	0	4	0	26	7708	0	1	1	0
2205	1	0	3	0	24	6882	0	1	1	0
2208	1	0	20	0	28	9422	0	1	1	0
2210	1	0	11	0	26	7708	0	1	1	0
2212	1	0	8	0	26	7708	0	1	1	0
2214	1	0	15	0	26	7708	0	1	1	0
2217	1	0	5	0	26	7708	0	1	1	0
2221	1	0	12	0	24	6882	0	1	1	0
2222	1	0	2	0	24	6882	0	1	1	0
2224	1	0	4	0	26	7708	0	1	1	0
2228	1	0	16	0	28	9422	0	1	1	0
2232	1	0	20	0	28	9422	0	1	1	0
2235	1	0	11	0	26	7708	0	1	1	0
2236	1	0	8	0	26	7708	0	1	1	0
2238	1	0	15	0	26	7708	0	1	1	0
2240	1	0	3	0	24	6882	0	1	1	0
2243	1	0	5	0	26	7708	0	1	1	0
2244	1	0	14	0	24	6882	0	1	1	0
2248	1	0	12	0	24	6882	0	1	1	0
2249	1	0	2	0	24	6882	0	1	1	0
2250	1	0	1	0	26	7708	0	1	1	0
2251	1	0	16	0	28	9422	0	1	1	0
2252	1	0	4	0	26	7708	0	1	1	0
2254	1	0	20	0	28	9422	0	1	1	0
2257	1	0	11	0	26	7708	0	1	1	0
2258	1	0	8	0	26	7708	0	1	1	0
2260	1	0	15	0	26	7708	0	1	1	0
2262	1	0	5	0	26	7708	0	1	1	0
2267	1	0	12	0	24	6882	0	1	1	0
2275	1	0	20	0	28	9422	0	1	1	0
2276	1	0	2	0	24	6882	0	1	1	0
2278	1	0	16	0	28	9422	0	1	1	0
2279	1	0	4	0	26	7708	0	1	1	0
2280	1	0	5	0	26	7708	0	1	1	0
2281	1	0	11	0	26	7708	0	1	1	0
2282	1	0	8	0	26	7708	0	1	1	0
2285	1	0	15	0	26	7708	0	1	1	0
2287	1	0	3	0	24	6882	0	1	1	0
2292	1	0	12	0	24	6882	0	1	1	0
2295	1	0	20	0	28	9422	0	1	1	0
2299	1	0	4	0	26	7708	0	1	1	0
2304	1	0	2	0	24	6882	0	1	1	0
2305	1	0	5	0	26	7708	0	1	1	0
2306	1	0	11	0	26	7708	0	1	1	0
2307	1	0	8	0	26	7708	0	1	1	0
2309	1	0	16	0	28	9422	0	1	1	0
2310	1	0	15	0	26	7708	0	1	1	0
2316	1	0	12	0	24	6882	0	1	1	0
2318	1	0	1	0	26	7708	0	1	1	0
2320	1	0	20	0	28	9422	0	1	1	0
2321	1	0	3	0	24	6882	0	1	1	0
2325	1	0	11	0	26	7708	0	1	1	0
2326	1	0	8	0	26	7708	0	1	1	0
2327	1	0	4	0	26	7708	0	1	1	0
2329	1	0	15	0	26	7708	0	1	1	0
2331	1	0	2	0	24	6882	0	1	1	0
2332	1	0	5	0	26	7708	0	1	1	0
2335	1	0	12	0	24	6882	0	1	1	0
2337	1	0	16	0	28	9422	0	1	1	0
2339	1	0	20	0	28	9422	0	1	1	0
2347	1	0	4	0	26	7708	0	1	1	0
2350	1	0	11	0	26	7708	0	1	1	0
2351	1	0	8	0	26	7708	0	1	1	0
2353	1	0	17	0	28	9422	0	1	1	0
2354	1	0	15	0	26	7708	0	1	1	0
2356	1	0	3	0	24	6882	0	1	1	0
2357	1	0	5	0	26	7708	0	1	1	0
2360	1	0	12	0	24	6882	0	1	1	0
2363	1	0	20	0	28	9422	0	1	1	0
2366	1	0	2	0	24	6882	0	1	1	0
2374	1	0	4	0	26	7708	0	1	1	0
2375	1	0	11	0	26	7708	0	1	1	0
2376	1	0	8	0	26	7708	0	1	1	0
2378	1	0	15	0	26	7708	0	1	1	0
2380	1	0	5	0	26	7708	0	1	1	0
2382	1	0	17	0	28	9422	0	1	1	0
2384	1	0	12	0	24	6882	0	1	1	0
2385	1	0	2	0	24	6882	0	1	1	0
2387	1	0	1	0	26	7708	0	1	1	0
2389	1	0	20	0	28	9422	0	1	1	0
2396	1	0	4	0	26	7708	0	1	1	0
2398	1	0	11	0	26	7708	0	1	1	0
2399	1	0	8	0	26	7708	0	1	1	0
2401	1	0	15	0	26	7708	0	1	1	0
2404	1	0	5	0	26	7708	0	1	1	0
2407	1	0	12	0	24	6882	0	1	1	0
2410	1	0	3	0	24	6882	0	1	1	0
2411	1	0	20	0	28	9422	0	1	1	0
2416	1	0	4	0	26	7708	0	1	1	0
2420	1	0	11	0	26	7708	0	1	1	0
2421	1	0	8	0	26	7708	0	1	1	0
2423	1	0	15	0	26	7708	0	1	1	0
2426	1	0	16	0	28	9422	0	1	1	0
2427	1	0	5	0	26	7708	0	1	1	0
2431	1	0	12	0	24	6882	0	1	1	0
2433	1	0	20	0	28	9422	0	1	1	0
2437	1	0	3	0	24	6882	0	1	1	0
2438	1	0	2	0	24	6882	0	1	1	0
2441	1	0	15	0	26	7708	0	1	1	0
2443	1	0	4	0	26	7708	0	1	1	0
2445	1	0	18	0	28	9422	0	1	1	0
2446	1	0	11	0	26	7708	0	1	1	0
2450	1	0	8	0	26	7708	0	1	1	0
2455	1	0	12	0	24	6882	0	1	1	0
2460	1	0	15	0	26	7708	0	1	1	0
2461	1	0	20	0	28	9422	0	1	1	0
2462	1	0	5	0	26	7708	0	1	1	0
2464	1	0	18	0	28	9422	0	1	1	0
2465	1	0	3	0	24	6882	0	1	1	0
2468	1	0	2	0	24	6882	0	1	1	0
2470	1	0	17	0	28	9422	0	1	1	0
2471	1	0	4	0	26	7708	0	1	1	0
2480	1	0	11	0	26	7708	0	1	1	0
2481	1	0	8	0	26	7708	0	1	1	0
2482	1	0	12	0	24	6882	0	1	1	0
2483	1	0	15	0	26	7708	0	1	1	0
2484	1	0	18	0	28	9422	0	1	1	0
2485	1	0	20	0	28	9422	0	1	1	0
2486	1	0	5	0	26	7708	0	1	1	0
2491	1	0	4	0	26	7708	0	1	1	0
2492	1	0	3	0	24	6882	0	1	1	0
2495	1	0	2	0	24	6882	0	1	1	0
2498	1	0	11	0	26	7708	0	1	1	0
2499	1	0	8	0	26	7708	0	1	1	0
2500	1	0	12	0	24	6882	0	1	1	0
2501	1	0	15	0	26	7708	0	1	1	0
2502	1	0	18	0	28	9422	0	1	1	0
2503	1	0	17	0	28	9422	0	1	1	0
2505	1	0	20	0	28	9422	0	1	1	0
2506	1	0	5	0	26	7708	0	1	1	0
2511	1	0	4	0	26	7708	0	1	1	0
2516	1	0	11	0	26	7708	0	1	1	0
2517	1	0	8	0	26	7708	0	1	1	0
2518	1	0	12	0	24	6882	0	1	1	0
2520	1	0	15	0	26	7708	0	1	1	0
2523	1	0	2	0	24	6882	0	1	1	0
2529	1	0	20	0	28	9422	0	1	1	0
2530	1	0	5	0	26	7708	0	1	1	0
2531	1	0	17	0	28	9422	0	1	1	0
2533	1	0	18	0	28	9422	0	1	1	0
2538	1	0	4	0	26	7708	0	1	1	0
2540	1	0	11	0	26	7708	0	1	1	0
2541	1	0	8	0	26	7708	0	1	1	0
2543	1	0	12	0	24	6882	0	1	1	0
2544	1	0	15	0	26	7708	0	1	1	0
2550	1	0	2	0	24	6882	0	1	1	0
2552	1	0	18	0	28	9422	0	1	1	0
2556	1	0	20	0	28	9422	0	1	1	0
2557	1	0	5	0	26	7708	0	1	1	0
2558	1	0	11	0	26	7708	0	1	1	0
2559	1	0	17	0	28	9422	0	1	1	0
2560	1	0	3	0	24	6882	0	1	1	0
2561	1	0	4	0	26	7708	0	1	1	0
2562	1	0	8	0	26	7708	0	1	1	0
2564	1	0	12	0	24	6882	0	1	1	0
2565	1	0	15	0	26	7708	0	1	1	0
2575	1	0	20	0	28	9422	0	1	1	0
2576	1	0	5	0	26	7708	0	1	1	0
2577	1	0	14	0	24	6882	0	1	1	0
2578	1	0	18	0	28	9422	0	1	1	0
2579	1	0	4	0	26	7708	0	1	1	0
2580	1	0	11	0	26	7708	0	1	1	0
2581	1	0	8	0	26	7708	0	1	1	0
2582	1	0	12	0	24	6882	0	1	1	0
2583	1	0	2	0	24	6882	0	1	1	0
2585	1	0	15	0	26	7708	0	1	1	0
2594	1	0	17	0	28	9422	0	1	1	0
2595	1	0	20	0	28	9422	0	1	1	0
2596	1	0	5	0	26	7708	0	1	1	0
2599	1	0	18	0	28	9422	0	1	1	0
2600	1	0	4	0	26	7708	0	1	1	0
2601	1	0	12	0	24	6882	0	1	1	0
2603	1	0	15	0	26	7708	0	1	1	0
2604	1	0	2	0	24	6882	0	1	1	0
2608	1	0	11	0	26	7708	0	1	1	0
2609	1	0	8	0	26	7708	0	1	1	0
2613	1	0	20	0	28	9422	0	1	1	0
2615	1	0	5	0	26	7708	0	1	1	0
2616	1	0	3	0	24	6882	0	1	1	0
2620	1	0	12	0	24	6882	0	1	1	0
2621	1	0	15	0	26	7708	0	1	1	0
2622	1	0	17	0	28	9422	0	1	1	0
2625	1	0	18	0	28	9422	0	1	1	0
2627	1	0	11	0	26	7708	0	1	1	0
2628	1	0	8	0	26	7708	0	1	1	0
2634	1	0	4	0	26	7708	0	1	1	0
2635	1	0	20	0	28	9422	0	1	1	0
2636	1	0	5	0	26	7708	0	1	1	0
2638	1	0	2	0	24	6882	0	1	1	0
2640	1	0	12	0	24	6882	0	1	1	0
2643	1	0	15	0	26	7708	0	1	1	0
2647	1	0	11	0	26	7708	0	1	1	0
2649	1	0	3	0	24	6882	0	1	1	0
2650	1	0	17	0	28	9422	0	1	1	0
2651	1	0	8	0	26	7708	0	1	1	0
2652	1	0	18	0	28	9422	0	1	1	0
2657	1	0	20	0	28	9422	0	1	1	0
2658	1	0	5	0	26	7708	0	1	1	0
2662	1	0	4	0	26	7708	0	1	1	0
2663	1	0	12	0	24	6882	0	1	1	0
2664	1	0	15	0	26	7708	0	1	1	0
2666	1	0	2	0	24	6882	0	1	1	0
2670	1	0	3	0	24	6882	0	1	1	0
2671	1	0	11	0	26	7708	0	1	1	0
2673	1	0	8	0	26	7708	0	1	1	0
2674	1	0	18	0	28	9422	0	1	1	0
2677	1	0	20	0	28	9422	0	1	1	0
2678	1	0	5	0	26	7708	0	1	1	0
2681	1	0	12	0	24	6882	0	1	1	0
2682	1	0	15	0	26	7708	0	1	1	0
2686	1	0	2	0	24	6882	0	1	1	0
2687	1	0	17	0	28	9422	0	1	1	0
2694	1	0	11	0	26	7708	0	1	1	0
2695	1	0	8	0	26	7708	0	1	1	0
2698	1	0	20	0	28	9422	0	1	1	0
2699	1	0	5	0	26	7708	0	1	1	0
2702	1	0	12	0	24	6882	0	1	1	0
2703	1	0	3	0	24	6882	0	1	1	0
2704	1	0	15	0	26	7708	0	1	1	0
2709	1	0	17	0	28	9422	0	1	1	0
2715	1	0	11	0	26	7708	0	1	1	0
2716	1	0	8	0	26	7708	0	1	1	0
2719	1	0	20	0	28	9422	0	1	1	0
2720	1	0	5	0	26	7708	0	1	1	0
2724	1	0	12	0	24	6882	0	1	1	0
2725	1	0	15	0	26	7708	0	1	1	0
2727	1	0	2	0	24	6882	0	1	1	0
2731	1	0	3	0	24	6882	0	1	1	0
2736	1	0	17	0	28	9422	0	1	1	0
2737	1	0	11	0	26	7708	0	1	1	0
2739	1	0	8	0	26	7708	0	1	1	0
2743	1	0	20	0	28	9422	0	1	1	0
2744	1	0	5	0	26	7708	0	1	1	0
2747	1	0	12	0	24	6882	0	1	1	0
2749	1	0	15	0	26	7708	0	1	1	0
2755	1	0	2	0	24	6882	0	1	1	0
2759	1	0	11	0	26	7708	0	1	1	0
2760	1	0	8	0	26	7708	0	1	1	0
2763	1	0	20	0	28	9422	0	1	1	0
2764	1	0	5	0	26	7708	0	1	1	0
2765	1	0	3	0	24	6882	0	1	1	0
2768	1	0	17	0	28	9422	0	1	1	0
2769	1	0	12	0	24	6882	0	1	1	0
2770	1	0	15	0	26	7708	0	1	1	0
2780	1	0	11	0	26	7708	0	1	1	0
2781	1	0	8	0	26	7708	0	1	1	0
2782	1	0	2	0	24	6882	0	1	1	0
2785	1	0	20	0	28	9422	0	1	1	0
2786	1	0	5	0	26	7708	0	1	1	0
2789	1	0	12	0	24	6882	0	1	1	0
2790	1	0	15	0	26	7708	0	1	1	0
2792	1	0	3	0	24	6882	0	1	1	0
2796	1	0	17	0	28	9422	0	1	1	0
2803	1	0	11	0	26	7708	0	1	1	0
2804	1	0	8	0	26	7708	0	1	1	0
2808	1	0	20	0	28	9422	0	1	1	0
2809	1	0	5	0	26	7708	0	1	1	0
2812	1	0	12	0	24	6882	0	1	1	0
2813	1	0	15	0	26	7708	0	1	1	0
2815	1	0	2	0	24	6882	0	1	1	0
2824	1	0	11	0	26	7708	0	1	1	0
2825	1	0	8	0	26	7708	0	1	1	0
2826	1	0	3	0	24	6882	0	1	1	0
2829	1	0	20	0	28	9422	0	1	1	0
2830	1	0	17	0	28	9422	0	1	1	0
2831	1	0	5	0	26	7708	0	1	1	0
2835	1	0	12	0	24	6882	0	1	1	0
2836	1	0	2	0	24	6882	0	1	1	0
2837	1	0	15	0	26	7708	0	1	1	0
2846	1	0	11	0	26	7708	0	1	1	0
2847	1	0	3	0	24	6882	0	1	1	0
2848	1	0	8	0	26	7708	0	1	1	0
2851	1	0	19	0	26	7708	0	1	1	0
2853	1	0	20	0	28	9422	0	1	1	0
2854	1	0	5	0	26	7708	0	1	1	0
2857	1	0	17	0	28	9422	0	1	1	0
2859	1	0	12	0	24	6882	0	1	1	0
2860	1	0	15	0	26	7708	0	1	1	0
2869	1	0	11	0	26	7708	0	1	1	0
2870	1	0	2	0	24	6882	0	1	1	0
2871	1	0	8	0	26	7708	0	1	1	0
2874	1	0	3	0	24	6882	0	1	1	0
2875	1	0	20	0	28	9422	0	1	1	0
2876	1	0	5	0	26	7708	0	1	1	0
2879	1	0	12	0	24	6882	0	1	1	0
2880	1	0	15	0	26	7708	0	1	1	0
2882	1	0	4	0	26	7708	0	1	1	0
2891	1	0	11	0	26	7708	0	1	1	0
2892	1	0	8	0	26	7708	0	1	1	0
2895	1	0	20	0	28	9422	0	1	1	0
2896	1	0	5	0	26	7708	0	1	1	0
2899	1	0	12	0	24	6882	0	1	1	0
2900	1	0	15	0	26	7708	0	1	1	0
2902	1	0	4	0	26	7708	0	1	1	0
2904	1	0	2	0	24	6882	0	1	1	0
