% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
339	1	0	8	0	26	7708	0	1	0
340	1	0	12	0	24	6882	0	1	0
341	1	0	15	0	26	7708	0	1	0
342	1	0	20	0	0	349	0	1	0
343	1	0	5	0	26	7708	0	1	0
350	1	0	11	0	26	7708	0	1	0
351	1	0	10	0	28	9422	0	1	0
352	1	0	8	0	26	7708	0	1	0
353	1	0	12	0	24	6882	0	1	0
354	1	0	15	0	26	7708	0	1	0
355	1	0	20	0	28	9422	0	1	0
356	1	0	4	0	26	7708	0	1	0
357	1	0	4	0	26	7708	0	1	0
358	1	0	5	0	26	7708	0	1	0
365	1	0	5	0	26	7708	0	1	0
373	1	0	11	0	26	7708	0	1	0
374	1	0	8	0	26	7708	0	1	0
375	1	0	12	0	24	6882	0	1	0
376	1	0	15	0	26	7708	0	1	0
377	1	0	20	0	28	9422	0	1	0
378	1	0	5	0	26	7708	0	1	0
379	1	0	11	0	26	7708	0	1	0
380	1	0	8	0	26	7708	0	1	0
381	1	0	12	0	24	6882	0	1	0
382	1	0	15	0	26	7708	0	1	0
383	1	0	20	0	28	9422	0	1	0
384	1	0	4	0	26	7708	0	1	0
385	1	0	4	0	26	7708	0	1	0
394	1	0	11	0	26	7708	0	1	0
395	1	0	8	0	26	7708	0	1	0
396	1	0	12	0	24	6882	0	1	0
397	1	0	15	0	26	7708	0	1	0
399	1	0	20	0	28	9422	0	1	0
400	1	0	5	0	26	7708	0	1	0
401	1	0	11	0	26	7708	0	1	0
402	1	0	8	0	26	7708	0	1	0
403	1	0	12	0	24	6882	0	1	0
404	1	0	15	0	26	7708	0	1	0
405	1	0	20	0	28	9422	0	1	0
406	1	0	5	0	26	7708	0	1	0
412	1	0	4	0	26	7708	0	1	0
414	1	0	11	0	26	7708	0	1	0
415	1	0	8	0	26	7708	0	1	0
416	1	0	12	0	24	6882	0	1	0
417	1	0	15	0	26	7708	0	1	0
418	1	0	20	0	28	9422	0	1	0
419	1	0	4	0	26	7708	0	1	0
420	1	0	5	0	26	7708	0	1	0
421	1	0	11	0	26	7708	0	1	0
422	1	0	8	0	26	7708	0	1	0
423	1	0	12	0	24	6882	0	1	0
424	1	0	15	0	26	7708	0	1	0
427	1	0	5	0	26	7708	0	1	0
434	1	0	11	0	26	7708	0	1	0
435	1	0	8	0	26	7708	0	1	0
436	1	0	12	0	24	6882	0	1	0
437	1	0	15	0	26	7708	0	1	0
438	1	0	20	0	28	9422	0	1	0
439	1	0	5	0	26	7708	0	1	0
440	1	0	11	0	26	7708	0	1	0
441	1	0	8	0	26	7708	0	1	0
442	1	0	12	0	24	6882	0	1	0
443	1	0	15	0	26	7708	0	1	0
444	1	0	20	0	28	9422	0	1	0
445	1	0	4	0	26	7708	0	1	0
446	1	0	4	0	26	7708	0	1	0
452	1	0	4	0	26	7708	0	1	0
455	1	0	11	0	26	7708	0	1	0
456	1	0	8	0	26	7708	0	1	0
457	1	0	12	0	24	6882	0	1	0
458	1	0	15	0	26	7708	0	1	0
459	1	0	20	0	28	9422	0	1	0
461	1	0	5	0	26	7708	0	1	0
462	1	0	21	0	28	9422	0	1	0
466	1	0	4	0	26	7708	0	1	0
467	1	0	21	0	28	9422	0	1	0
473	1	0	4	0	26	7708	0	1	0
478	1	0	11	0	26	7708	0	1	0
479	1	0	8	0	26	7708	0	1	0
480	1	0	12	0	24	6882	0	1	0
481	1	0	15	0	26	7708	0	1	0
482	1	0	21	0	28	9422	0	1	0
483	1	0	20	0	28	9422	0	1	0
484	1	0	5	0	26	7708	0	1	0
485	1	0	11	0	26	7708	0	1	0
486	1	0	8	0	26	7708	0	1	0
487	1	0	21	0	28	9422	0	1	0
488	1	0	21	0	28	9422	0	1	0
500	1	0	11	0	26	7708	0	1	0
501	1	0	4	0	26	7708	0	1	0
502	1	0	21	0	28	9422	0	1	0
503	1	0	8	0	26	7708	0	1	0
504	1	0	12	0	24	6882	0	1	0
505	1	0	15	0	26	7708	0	1	0
506	1	0	20	0	28	9422	0	1	0
507	1	0	4	0	26	7708	0	1	0
508	1	0	5	0	26	7708	0	1	0
510	1	0	8	0	26	7708	0	1	0
511	1	0	12	0	24	6882	0	1	0
512	1	0	15	0	26	7708	0	1	0
513	1	0	20	0	28	9422	0	1	0
514	1	0	18	0	28	9422	0	1	0
519	1	0	18	0	28	9422	0	1	0
521	1	0	4	0	26	7708	0	1	0
525	1	0	11	0	26	7708	0	1	0
526	1	0	8	0	26	7708	0	1	0
527	1	0	12	0	24	6882	0	1	0
528	1	0	15	0	26	7708	0	1	0
529	1	0	20	0	28	9422	0	1	0
530	1	0	5	0	26	7708	0	1	0
531	1	0	11	0	26	7708	0	1	0
532	1	0	8	0	26	7708	0	1	0
533	1	0	12	0	24	6882	0	1	0
535	1	0	15	0	26	7708	0	1	0
536	1	0	20	0	28	9422	0	1	0
537	1	0	5	0	26	7708	0	1	0
538	1	0	18	0	28	9422	0	1	0
542	1	0	4	0	26	7708	0	1	0
544	1	0	18	0	28	9422	0	1	0
545	1	0	21	0	28	9422	0	1	0
548	1	0	5	0	26	7708	0	1	0
549	1	0	11	0	26	7708	0	1	0
550	1	0	21	0	28	9422	0	1	0
551	1	0	8	0	26	7708	0	1	0
553	1	0	12	0	24	6882	0	1	0
554	1	0	15	0	26	7708	0	1	0
555	1	0	20	0	28	9422	0	1	0
560	1	0	12	0	24	6882	0	1	0
561	1	0	15	0	26	7708	0	1	0
562	1	0	20	0	28	9422	0	1	0
564	1	0	18	0	28	9422	0	1	0
565	1	0	21	0	28	9422	0	1	0
568	1	0	18	0	28	9422	0	1	0
570	1	0	18	0	28	9422	0	1	0
571	1	0	21	0	28	9422	0	1	0
573	1	0	15	0	26	7708	0	1	0
575	1	0	4	0	26	7708	0	1	0
576	1	0	4	0	26	7708	0	1	0
578	1	0	20	0	28	9422	0	1	0
579	1	0	5	0	26	7708	0	1	0
580	1	0	11	0	26	7708	0	1	0
581	1	0	8	0	26	7708	0	1	0
582	1	0	4	0	26	7708	0	1	0
583	1	0	18	0	28	9422	0	1	0
584	1	0	21	0	28	9422	0	1	0
585	1	0	12	0	24	6882	0	1	0
590	1	0	21	0	28	9422	0	1	0
591	1	0	21	0	28	9422	0	1	0
597	1	0	15	0	26	7708	0	1	0
598	1	0	20	0	28	9422	0	1	0
599	1	0	5	0	26	7708	0	1	0
600	1	0	11	0	26	7708	0	1	0
601	1	0	8	0	26	7708	0	1	0
602	1	0	18	0	28	9422	0	1	0
603	1	0	4	0	26	7708	0	1	0
604	1	0	21	0	28	9422	0	1	0
605	1	0	12	0	24	6882	0	1	0
609	1	0	18	0	28	9422	0	1	0
611	1	0	21	0	28	9422	0	1	0
617	1	0	20	0	28	9422	0	1	0
618	1	0	5	0	26	7708	0	1	0
619	1	0	11	0	26	7708	0	1	0
620	1	0	8	0	26	7708	0	1	0
622	1	0	18	0	28	9422	0	1	0
623	1	0	4	0	26	7708	0	1	0
624	1	0	15	0	26	7708	0	1	0
629	1	0	18	0	28	9422	0	1	0
630	1	0	12	0	24	6882	0	1	0
631	1	0	15	0	26	7708	0	1	0
636	1	0	12	0	24	6882	0	1	0
638	1	0	20	0	28	9422	0	1	0
639	1	0	5	0	26	7708	0	1	0
640	1	0	11	0	26	7708	0	1	0
641	1	0	8	0	26	7708	0	1	0
643	1	0	18	0	28	9422	0	1	0
644	1	0	21	0	28	9422	0	1	0
645	1	0	4	0	26	7708	0	1	0
646	1	0	18	0	28	9422	0	1	0
647	1	0	15	0	26	7708	0	1	0
650	1	0	4	0	26	7708	0	1	0
651	1	0	21	0	28	9422	0	1	0
654	1	0	12	0	24	6882	0	1	0
658	1	0	20	0	28	9422	0	1	0
660	1	0	5	0	26	7708	0	1	0
661	1	0	11	0	26	7708	0	1	0
662	1	0	8	0	26	7708	0	1	0
664	1	0	4	0	26	7708	0	1	0
665	1	0	21	0	28	9422	0	1	0
666	1	0	18	0	28	9422	0	1	0
667	1	0	15	0	26	7708	0	1	0
671	1	0	4	0	26	7708	0	1	0
672	1	0	21	0	28	9422	0	1	0
674	1	0	12	0	24	6882	0	1	0
677	1	0	20	0	28	9422	0	1	0
678	1	0	5	0	26	7708	0	1	0
680	1	0	11	0	26	7708	0	1	0
681	1	0	8	0	26	7708	0	1	0
684	1	0	20	0	28	9422	0	1	0
685	1	0	5	0	26	7708	0	1	0
686	1	0	21	0	28	9422	0	1	0
687	1	0	18	0	28	9422	0	1	0
688	1	0	21	0	28	9422	0	1	0
692	1	0	4	0	26	7708	0	1	0
693	1	0	15	0	26	7708	0	1	0
699	1	0	4	0	26	7708	0	1	0
700	1	0	12	0	24	6882	0	1	0
702	1	0	20	0	28	9422	0	1	0
703	1	0	5	0	26	7708	0	1	0
704	1	0	11	0	26	7708	0	1	0
705	1	0	8	0	26	7708	0	1	0
706	1	0	12	0	24	6882	0	1	0
708	1	0	20	0	28	9422	0	1	0
709	1	0	5	0	26	7708	0	1	0
710	1	0	11	0	26	7708	0	1	0
711	1	0	8	0	26	7708	0	1	0
712	1	0	4	0	26	7708	0	1	0
713	1	0	21	0	28	9422	0	1	0
715	1	0	15	0	26	7708	0	1	0
720	1	0	12	0	24	6882	0	1	0
721	1	0	15	0	26	7708	0	1	0
722	1	0	20	0	28	9422	0	1	0
723	1	0	5	0	26	7708	0	1	0
724	1	0	11	0	26	7708	0	1	0
725	1	0	8	0	26	7708	0	1	0
726	1	0	12	0	24	6882	0	1	0
729	1	0	20	0	28	9422	0	1	0
730	1	0	5	0	26	7708	0	1	0
731	1	0	11	0	26	7708	0	1	0
732	1	0	8	0	26	7708	0	1	0
733	1	0	18	0	28	9422	0	1	0
734	1	0	4	0	26	7708	0	1	0
735	1	0	18	0	28	9422	0	1	0
737	1	0	18	0	28	9422	0	1	0
738	1	0	15	0	26	7708	0	1	0
739	1	0	18	0	28	9422	0	1	0
740	1	0	4	0	26	7708	0	1	0
741	1	0	20	0	28	9422	0	1	0
742	1	0	21	0	28	9422	0	1	0
743	1	0	5	0	26	7708	0	1	0
744	1	0	11	0	26	7708	0	1	0
747	1	0	21	0	28	9422	0	1	0
748	1	0	8	0	26	7708	0	1	0
750	1	0	12	0	24	6882	0	1	0
753	1	0	4	0	26	7708	0	1	0
758	1	0	18	0	28	9422	0	1	0
760	1	0	15	0	26	7708	0	1	0
762	1	0	20	0	28	9422	0	1	0
763	1	0	5	0	26	7708	0	1	0
764	1	0	11	0	26	7708	0	1	0
769	1	0	20	0	28	9422	0	1	0
770	1	0	5	0	26	7708	0	1	0
771	1	0	11	0	26	7708	0	1	0
772	1	0	8	0	26	7708	0	1	0
773	1	0	4	0	26	7708	0	1	0
774	1	0	21	0	28	9422	0	1	0
775	1	0	12	0	24	6882	0	1	0
781	1	0	12	0	24	6882	0	1	0
782	1	0	15	0	26	7708	0	1	0
783	1	0	20	0	28	9422	0	1	0
784	1	0	5	0	26	7708	0	1	0
785	1	0	11	0	26	7708	0	1	0
786	1	0	18	0	28	9422	0	1	0
796	1	0	21	0	28	9422	0	1	0
799	1	0	8	0	26	7708	0	1	0
800	1	0	12	0	24	6882	0	1	0
801	1	0	15	0	26	7708	0	1	0
803	1	0	20	0	28	9422	0	1	0
804	1	0	5	0	26	7708	0	1	0
805	1	0	11	0	26	7708	0	1	0
806	1	0	8	0	26	7708	0	1	0
807	1	0	12	0	24	6882	0	1	0
808	1	0	4	0	26	7708	0	1	0
813	1	0	17	0	28	9422	0	1	0
815	1	0	21	0	28	9422	0	1	0
820	1	0	18	0	28	9422	0	1	0
824	1	0	8	0	26	7708	0	1	0
825	1	0	12	0	24	6882	0	1	0
826	1	0	15	0	26	7708	0	1	0
827	1	0	20	0	28	9422	0	1	0
828	1	0	4	0	26	7708	0	1	0
829	1	0	5	0	26	7708	0	1	0
830	1	0	11	0	26	7708	0	1	0
831	1	0	8	0	26	7708	0	1	0
832	1	0	12	0	24	6882	0	1	0
833	1	0	15	0	26	7708	0	1	0
834	1	0	20	0	28	9422	0	1	0
835	1	0	5	0	26	7708	0	1	0
836	1	0	11	0	26	7708	0	1	0
840	1	0	17	0	28	9422	0	1	0
843	1	0	21	0	28	9422	0	1	0
845	1	0	8	0	26	7708	0	1	0
846	1	0	12	0	24	6882	0	1	0
847	1	0	18	0	28	9422	0	1	0
848	1	0	18	0	28	9422	0	1	0
849	1	0	15	0	26	7708	0	1	0
850	1	0	20	0	28	9422	0	1	0
851	1	0	5	0	26	7708	0	1	0
852	1	0	11	0	26	7708	0	1	0
854	1	0	18	0	28	9422	0	1	0
855	1	0	4	0	26	7708	0	1	0
862	1	0	4	0	26	7708	0	1	0
865	1	0	8	0	26	7708	0	1	0
866	1	0	12	0	24	6882	0	1	0
867	1	0	17	0	28	9422	0	1	0
868	1	0	18	0	28	9422	0	1	0
869	1	0	15	0	26	7708	0	1	0
870	1	0	21	0	28	9422	0	1	0
871	1	0	21	0	28	9422	0	1	0
872	1	0	20	0	28	9422	0	1	0
873	1	0	5	0	26	7708	0	1	0
874	1	0	11	0	26	7708	0	1	0
876	1	0	4	0	26	7708	0	1	0
877	1	0	21	0	28	9422	0	1	0
882	1	0	4	0	26	7708	0	1	0
886	1	0	8	0	26	7708	0	1	0
887	1	0	12	0	24	6882	0	1	0
888	1	0	18	0	28	9422	0	1	0
890	1	0	15	0	26	7708	0	1	0
891	1	0	20	0	28	9422	0	1	0
892	1	0	5	0	26	7708	0	1	0
893	1	0	11	0	26	7708	0	1	0
894	1	0	17	0	28	9422	0	1	0
896	1	0	4	0	26	7708	0	1	0
898	1	0	21	0	28	9422	0	1	0
903	1	0	4	0	26	7708	0	1	0
904	1	0	21	0	28	9422	0	1	0
906	1	0	8	0	26	7708	0	1	0
907	1	0	12	0	24	6882	0	1	0
908	1	0	18	0	28	9422	0	1	0
910	1	0	15	0	26	7708	0	1	0
911	1	0	20	0	28	9422	0	1	0
912	1	0	5	0	26	7708	0	1	0
913	1	0	11	0	26	7708	0	1	0
916	1	0	4	0	26	7708	0	1	0
917	1	0	21	0	28	9422	0	1	0
921	1	0	17	0	28	9422	0	1	0
924	1	0	8	0	26	7708	0	1	0
925	1	0	12	0	24	6882	0	1	0
934	1	0	15	0	26	7708	0	1	0
936	1	0	18	0	28	9422	0	1	0
937	1	0	20	0	28	9422	0	1	0
938	1	0	5	0	26	7708	0	1	0
939	1	0	11	0	26	7708	0	1	0
943	1	0	20	0	28	9422	0	1	0
944	1	0	4	0	26	7708	0	1	0
945	1	0	5	0	26	7708	0	1	0
946	1	0	11	0	26	7708	0	1	0
947	1	0	8	0	26	7708	0	1	0
948	1	0	12	0	24	6882	0	1	0
949	1	0	17	0	28	9422	0	1	0
950	1	0	10	0	28	9422	0	1	0
951	1	0	21	0	28	9422	0	1	0
953	1	0	15	0	26	7708	0	1	0
959	1	0	9	0	24	6882	0	1	0
964	1	0	20	0	28	9422	0	1	0
965	1	0	5	0	26	7708	0	1	0
966	1	0	11	0	26	7708	0	1	0
967	1	0	8	0	26	7708	0	1	0
968	1	0	12	0	24	6882	0	1	0
970	1	0	20	0	28	9422	0	1	0
971	1	0	5	0	26	7708	0	1	0
972	1	0	11	0	26	7708	0	1	0
973	1	0	8	0	26	7708	0	1	0
974	1	0	12	0	24	6882	0	1	0
975	1	0	15	0	26	7708	0	1	0
977	1	0	17	0	28	9422	0	1	0
978	1	0	18	0	28	9422	0	1	0
979	1	0	18	0	28	9422	0	1	0
980	1	0	4	0	26	7708	0	1	0
985	1	0	18	0	28	9422	0	1	0
986	1	0	9	0	24	6882	0	1	0
991	1	0	20	0	28	9422	0	1	0
994	1	0	5	0	26	7708	0	1	0
995	1	0	11	0	26	7708	0	1	0
996	1	0	8	0	26	7708	0	1	0
997	1	0	12	0	24	6882	0	1	0
998	1	0	15	0	26	7708	0	1	0
1001	1	0	4	0	26	7708	0	1	0
1007	1	0	18	0	28	9422	0	1	0
1010	1	0	17	0	28	9422	0	1	0
1013	1	0	9	0	24	6882	0	1	0
1014	1	0	8	0	26	7708	0	1	0
1015	1	0	12	0	24	6882	0	1	0
1016	1	0	15	0	26	7708	0	1	0
1018	1	0	20	0	28	9422	0	1	0
1019	1	0	4	0	26	7708	0	1	0
1020	1	0	5	0	26	7708	0	1	0
1021	1	0	11	0	26	7708	0	1	0
1025	1	0	18	0	28	9422	0	1	0
1028	1	0	17	0	28	9422	0	1	0
1032	1	0	8	0	26	7708	0	1	0
1033	1	0	12	0	24	6882	0	1	0
1034	1	0	15	0	26	7708	0	1	0
1040	1	0	9	0	24	6882	0	1	0
1044	1	0	20	0	28	9422	0	1	0
1045	1	0	5	0	26	7708	0	1	0
1046	1	0	4	0	26	7708	0	1	0
1047	1	0	11	0	26	7708	0	1	0
1051	1	0	20	0	28	9422	0	1	0
1052	1	0	18	0	28	9422	0	1	0
1054	1	0	17	0	28	9422	0	1	0
1056	1	0	8	0	26	7708	0	1	0
1057	1	0	12	0	24	6882	0	1	0
1058	1	0	17	0	28	9422	0	1	0
1059	1	0	15	0	26	7708	0	1	0
1063	1	0	8	0	26	7708	0	1	0
1064	1	0	12	0	24	6882	0	1	0
1067	1	0	4	0	26	7708	0	1	0
1068	1	0	9	0	24	6882	0	1	0
1070	1	0	20	0	28	9422	0	1	0
1071	1	0	5	0	26	7708	0	1	0
1072	1	0	11	0	26	7708	0	1	0
1076	1	0	20	0	28	9422	0	1	0
1077	1	0	5	0	26	7708	0	1	0
1078	1	0	11	0	26	7708	0	1	0
1079	1	0	18	0	28	9422	0	1	0
1082	1	0	8	0	26	7708	0	1	0
1083	1	0	12	0	24	6882	0	1	0
1084	1	0	15	0	26	7708	0	1	0
1087	1	0	17	0	28	9422	0	1	0
1088	1	0	4	0	26	7708	0	1	0
1090	1	0	11	0	26	7708	0	1	0
1094	1	0	4	0	26	7708	0	1	0
1095	1	0	9	0	24	6882	0	1	0
1097	1	0	20	0	28	9422	0	1	0
1098	1	0	5	0	26	7708	0	1	0
1100	1	0	8	0	26	7708	0	1	0
1102	1	0	12	0	24	6882	0	1	0
1103	1	0	15	0	26	7708	0	1	0
1104	1	0	20	0	28	9422	0	1	0
1105	1	0	5	0	26	7708	0	1	0
1107	1	0	4	0	26	7708	0	1	0
1108	1	0	18	0	28	9422	0	1	0
1113	1	0	17	0	28	9422	0	1	0
1114	1	0	18	0	28	9422	0	1	0
1115	1	0	20	0	28	9422	0	1	0
1116	1	0	5	0	26	7708	0	1	0
1117	1	0	11	0	26	7708	0	1	0
1118	1	0	8	0	26	7708	0	1	0
1121	1	0	15	0	26	7708	0	1	0
1123	1	0	9	0	24	6882	0	1	0
1126	1	0	18	0	28	9422	0	1	0
1130	1	0	12	0	24	6882	0	1	0
1135	1	0	4	0	26	7708	0	1	0
1136	1	0	11	0	26	7708	0	1	0
1137	1	0	8	0	26	7708	0	1	0
1139	1	0	15	0	26	7708	0	1	0
1140	1	0	20	0	28	9422	0	1	0
1141	1	0	5	0	26	7708	0	1	0
1143	1	0	11	0	26	7708	0	1	0
1144	1	0	8	0	26	7708	0	1	0
1146	1	0	15	0	26	7708	0	1	0
1147	1	0	20	0	28	9422	0	1	0
1148	1	0	17	0	28	9422	0	1	0
1150	1	0	9	0	24	6882	0	1	0
1152	1	0	18	0	28	9422	0	1	0
1155	1	0	4	0	26	7708	0	1	0
1156	1	0	12	0	24	6882	0	1	0
1157	1	0	15	0	26	7708	0	1	0
1159	1	0	14	0	24	6882	0	1	0
1160	1	0	20	0	28	9422	0	1	0
1161	1	0	5	0	26	7708	0	1	0
1162	1	0	4	0	26	7708	0	1	0
1165	1	0	11	0	26	7708	0	1	0
1166	1	0	8	0	26	7708	0	1	0
1170	1	0	17	0	28	9422	0	1	0
1172	1	0	18	0	28	9422	0	1	0
1174	1	0	3	0	24	6882	0	1	0
1176	1	0	4	0	26	7708	0	1	0
1177	1	0	9	0	24	6882	0	1	0
1178	1	0	12	0	24	6882	0	1	0
1179	1	0	15	0	26	7708	0	1	0
1180	1	0	20	0	28	9422	0	1	0
1181	1	0	5	0	26	7708	0	1	0
1183	1	0	4	0	26	7708	0	1	0
1185	1	0	11	0	26	7708	0	1	0
1186	1	0	8	0	26	7708	0	1	0
1193	1	0	18	0	28	9422	0	1	0
1196	1	0	12	0	24	6882	0	1	0
1197	1	0	15	0	26	7708	0	1	0
1198	1	0	20	0	28	9422	0	1	0
1199	1	0	5	0	26	7708	0	1	0
1202	1	0	3	0	24	6882	0	1	0
1204	1	0	17	0	28	9422	0	1	0
1205	1	0	9	0	24	6882	0	1	0
1211	1	0	11	0	26	7708	0	1	0
1212	1	0	8	0	26	7708	0	1	0
1215	1	0	15	0	26	7708	0	1	0
1216	1	0	20	0	28	9422	0	1	0
1217	1	0	5	0	26	7708	0	1	0
1218	1	0	6	0	28	9422	0	1	0
1219	1	0	4	0	26	7708	0	1	0
1222	1	0	12	0	24	6882	0	1	0
1224	1	0	4	0	26	7708	0	1	0
1229	1	0	18	0	28	9422	0	1	0
1232	1	0	9	0	24	6882	0	1	0
1234	1	0	3	0	24	6882	0	1	0
1235	1	0	15	0	26	7708	0	1	0
1236	1	0	20	0	28	9422	0	1	0
1237	1	0	6	0	28	9422	0	1	0
1238	1	0	5	0	26	7708	0	1	0
1239	1	0	11	0	26	7708	0	1	0
1240	1	0	8	0	26	7708	0	1	0
1241	1	0	12	0	24	6882	0	1	0
1242	1	0	15	0	26	7708	0	1	0
1251	1	0	4	0	26	7708	0	1	0
1252	1	0	18	0	28	9422	0	1	0
1254	1	0	15	0	26	7708	0	1	0
1255	1	0	20	0	28	9422	0	1	0
1256	1	0	5	0	26	7708	0	1	0
1257	1	0	11	0	26	7708	0	1	0
1258	1	0	4	0	26	7708	0	1	0
1259	1	0	8	0	26	7708	0	1	0
1260	1	0	12	0	24	6882	0	1	0
