% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
1261	1	0	15	0	26	7708	0	1	0
1262	1	0	20	0	28	9422	0	1	0
1263	1	0	5	0	26	7708	0	1	0
1264	1	0	11	0	26	7708	0	1	0
1265	1	0	6	0	28	9422	0	1	0
1266	1	0	9	0	24	6882	0	1	0
1269	1	0	3	0	24	6882	0	1	0
1270	1	0	18	0	28	9422	0	1	0
1271	1	0	6	0	28	9422	0	1	0
1272	1	0	6	0	28	9422	0	1	0
1273	1	0	9	0	24	6882	0	1	0
1274	1	0	4	0	26	7708	0	1	0
1276	1	0	15	0	26	7708	0	1	0
1277	1	0	20	0	28	9422	0	1	0
1279	1	0	5	0	26	7708	0	1	0
1280	1	0	11	0	26	7708	0	1	0
1281	1	0	8	0	26	7708	0	1	0
1282	1	0	12	0	24	6882	0	1	0
1284	1	0	6	0	28	9422	0	1	0
1286	1	0	6	0	28	9422	0	1	0
1287	1	0	9	0	24	6882	0	1	0
1289	1	0	14	0	24	6882	0	1	0
1290	1	0	18	0	28	9422	0	1	0
1296	1	0	15	0	26	7708	0	1	0
1297	1	0	20	0	28	9422	0	1	0
1298	1	0	5	0	26	7708	0	1	0
1302	1	0	11	0	26	7708	0	1	0
1303	1	0	3	0	24	6882	0	1	0
1304	1	0	17	0	28	9422	0	1	0
1305	1	0	17	0	28	9422	0	1	0
1306	1	0	6	0	28	9422	0	1	0
1307	1	0	17	0	28	9422	0	1	0
1308	1	0	4	0	26	7708	0	1	0
1309	1	0	8	0	26	7708	0	1	0
1310	1	0	3	0	24	6882	0	1	0
1311	1	0	12	0	24	6882	0	1	0
1312	1	0	6	0	28	9422	0	1	0
1313	1	0	9	0	24	6882	0	1	0
1314	1	0	15	0	26	7708	0	1	0
1315	1	0	20	0	28	9422	0	1	0
1316	1	0	18	0	28	9422	0	1	0
1317	1	0	7	0	24	6882	0	1	0
1318	1	0	5	0	26	7708	0	1	0
1324	1	0	5	0	26	7708	0	1	0
1325	1	0	6	0	28	9422	0	1	0
1326	1	0	11	0	26	7708	0	1	0
1327	1	0	4	0	26	7708	0	1	0
1329	1	0	8	0	26	7708	0	1	0
1330	1	0	12	0	24	6882	0	1	0
1334	1	0	4	0	26	7708	0	1	0
1336	1	0	8	0	26	7708	0	1	0
1337	1	0	3	0	24	6882	0	1	0
1339	1	0	15	0	26	7708	0	1	0
1340	1	0	20	0	28	9422	0	1	0
1341	1	0	9	0	24	6882	0	1	0
1342	1	0	5	0	26	7708	0	1	0
1346	1	0	6	0	28	9422	0	1	0
1349	1	0	17	0	28	9422	0	1	0
1352	1	0	11	0	26	7708	0	1	0
1353	1	0	6	0	28	9422	0	1	0
1354	1	0	8	0	26	7708	0	1	0
1355	1	0	12	0	24	6882	0	1	0
1357	1	0	14	0	24	6882	0	1	0
1358	1	0	20	0	28	9422	0	1	0
1361	1	0	5	0	26	7708	0	1	0
1365	1	0	3	0	24	6882	0	1	0
1366	1	0	15	0	26	7708	0	1	0
1368	1	0	9	0	24	6882	0	1	0
1370	1	0	11	0	26	7708	0	1	0
1373	1	0	6	0	28	9422	0	1	0
1377	1	0	11	0	26	7708	0	1	0
1378	1	0	8	0	26	7708	0	1	0
1379	1	0	18	0	28	9422	0	1	0
1380	1	0	17	0	28	9422	0	1	0
1383	1	0	18	0	28	9422	0	1	0
1384	1	0	18	0	28	9422	0	1	0
1385	1	0	12	0	24	6882	0	1	0
1386	1	0	15	0	26	7708	0	1	0
1387	1	0	20	0	28	9422	0	1	0
1389	1	0	5	0	26	7708	0	1	0
1391	1	0	11	0	26	7708	0	1	0
1392	1	0	3	0	24	6882	0	1	0
1395	1	0	9	0	24	6882	0	1	0
1400	1	0	8	0	26	7708	0	1	0
1401	1	0	6	0	28	9422	0	1	0
1402	1	0	17	0	28	9422	0	1	0
1403	1	0	12	0	24	6882	0	1	0
1404	1	0	15	0	26	7708	0	1	0
1405	1	0	20	0	28	9422	0	1	0
1408	1	0	18	0	28	9422	0	1	0
1415	1	0	5	0	26	7708	0	1	0
1416	1	0	11	0	26	7708	0	1	0
1419	1	0	3	0	24	6882	0	1	0
1421	1	0	6	0	28	9422	0	1	0
1423	1	0	9	0	24	6882	0	1	0
1425	1	0	14	0	24	6882	0	1	0
1427	1	0	8	0	26	7708	0	1	0
1428	1	0	6	0	28	9422	0	1	0
1429	1	0	12	0	24	6882	0	1	0
1430	1	0	15	0	26	7708	0	1	0
1431	1	0	20	0	28	9422	0	1	0
1434	1	0	8	0	26	7708	0	1	0
1435	1	0	18	0	28	9422	0	1	0
1441	1	0	5	0	26	7708	0	1	0
1442	1	0	6	0	28	9422	0	1	0
1443	1	0	17	0	28	9422	0	1	0
1444	1	0	11	0	26	7708	0	1	0
1445	1	0	8	0	26	7708	0	1	0
1450	1	0	11	0	26	7708	0	1	0
1451	1	0	8	0	26	7708	0	1	0
1452	1	0	2	0	24	6882	0	1	0
1453	1	0	12	0	24	6882	0	1	0
1454	1	0	18	0	28	9422	0	1	0
1455	1	0	18	0	28	9422	0	1	0
1456	1	0	9	0	24	6882	0	1	0
1458	1	0	15	0	26	7708	0	1	0
1459	1	0	20	0	28	9422	0	1	0
1460	1	0	5	0	26	7708	0	1	0
1462	1	0	6	0	28	9422	0	1	0
1465	1	0	8	0	26	7708	0	1	0
1471	1	0	17	0	28	9422	0	1	0
1472	1	0	11	0	26	7708	0	1	0
1474	1	0	12	0	24	6882	0	1	0
1475	1	0	18	0	28	9422	0	1	0
1477	1	0	15	0	26	7708	0	1	0
1478	1	0	9	0	24	6882	0	1	0
1479	1	0	2	0	24	6882	0	1	0
1480	1	0	20	0	28	9422	0	1	0
1481	1	0	5	0	26	7708	0	1	0
1482	1	0	18	0	28	9422	0	1	0
1483	1	0	6	0	28	9422	0	1	0
1486	1	0	8	0	26	7708	0	1	0
1490	1	0	6	0	28	9422	0	1	0
1492	1	0	11	0	26	7708	0	1	0
1493	1	0	14	0	24	6882	0	1	0
1497	1	0	17	0	28	9422	0	1	0
1498	1	0	12	0	24	6882	0	1	0
1499	1	0	16	0	28	9422	0	1	0
1500	1	0	15	0	26	7708	0	1	0
1501	1	0	20	0	28	9422	0	1	0
1502	1	0	5	0	26	7708	0	1	0
1504	1	0	18	0	28	9422	0	1	0
1505	1	0	6	0	28	9422	0	1	0
1506	1	0	9	0	24	6882	0	1	0
1507	1	0	2	0	24	6882	0	1	0
1508	1	0	8	0	26	7708	0	1	0
1514	1	0	11	0	26	7708	0	1	0
1517	1	0	12	0	24	6882	0	1	0
1518	1	0	15	0	26	7708	0	1	0
1519	1	0	20	0	28	9422	0	1	0
1521	1	0	5	0	26	7708	0	1	0
1523	1	0	6	0	28	9422	0	1	0
1524	1	0	18	0	28	9422	0	1	0
1525	1	0	17	0	28	9422	0	1	0
1526	1	0	8	0	26	7708	0	1	0
1529	1	0	18	0	28	9422	0	1	0
1532	1	0	11	0	26	7708	0	1	0
1533	1	0	9	0	24	6882	0	1	0
1534	1	0	4	0	26	7708	0	1	0
1536	1	0	12	0	24	6882	0	1	0
1537	1	0	15	0	26	7708	0	1	0
1538	1	0	16	0	28	9422	0	1	0
1539	1	0	20	0	28	9422	0	1	0
1540	1	0	2	0	24	6882	0	1	0
1541	1	0	5	0	26	7708	0	1	0
1546	1	0	20	0	28	9422	0	1	0
1547	1	0	5	0	26	7708	0	1	0
1550	1	0	8	0	26	7708	0	1	0
1551	1	0	3	0	24	6882	0	1	0
1557	1	0	11	0	26	7708	0	1	0
1558	1	0	18	0	28	9422	0	1	0
1559	1	0	9	0	24	6882	0	1	0
1561	1	0	12	0	24	6882	0	1	0
1562	1	0	14	0	24	6882	0	1	0
1563	1	0	15	0	26	7708	0	1	0
1565	1	0	20	0	28	9422	0	1	0
1566	1	0	16	0	28	9422	0	1	0
1567	1	0	5	0	26	7708	0	1	0
1568	1	0	2	0	24	6882	0	1	0
1570	1	0	8	0	26	7708	0	1	0
1574	1	0	5	0	26	7708	0	1	0
1575	1	0	2	0	24	6882	0	1	0
1577	1	0	3	0	24	6882	0	1	0
1578	1	0	11	0	26	7708	0	1	0
1581	1	0	12	0	24	6882	0	1	0
1582	1	0	15	0	26	7708	0	1	0
1583	1	0	20	0	28	9422	0	1	0
1585	1	0	11	0	26	7708	0	1	0
1587	1	0	9	0	24	6882	0	1	0
1588	1	0	12	0	24	6882	0	1	0
1589	1	0	15	0	26	7708	0	1	0
1590	1	0	18	0	28	9422	0	1	0
1591	1	0	17	0	28	9422	0	1	0
1592	1	0	18	0	28	9422	0	1	0
1594	1	0	5	0	26	7708	0	1	0
1596	1	0	2	0	24	6882	0	1	0
1597	1	0	8	0	26	7708	0	1	0
1599	1	0	16	0	28	9422	0	1	0
1601	1	0	15	0	26	7708	0	1	0
1602	1	0	20	0	28	9422	0	1	0
1605	1	0	3	0	24	6882	0	1	0
1606	1	0	11	0	26	7708	0	1	0
1609	1	0	12	0	24	6882	0	1	0
1612	1	0	5	0	26	7708	0	1	0
1613	1	0	11	0	26	7708	0	1	0
1615	1	0	9	0	24	6882	0	1	0
1616	1	0	8	0	26	7708	0	1	0
1619	1	0	15	0	26	7708	0	1	0
1620	1	0	18	0	28	9422	0	1	0
1621	1	0	16	0	28	9422	0	1	0
1622	1	0	16	0	28	9422	0	1	0
1623	1	0	18	0	28	9422	0	1	0
1624	1	0	17	0	28	9422	0	1	0
1625	1	0	18	0	28	9422	0	1	0
1626	1	0	18	0	28	9422	0	1	0
1627	1	0	20	0	28	9422	0	1	0
1629	1	0	11	0	26	7708	0	1	0
1630	1	0	2	0	24	6882	0	1	0
1632	1	0	3	0	24	6882	0	1	0
1633	1	0	12	0	24	6882	0	1	0
1637	1	0	5	0	26	7708	0	1	0
1639	1	0	8	0	26	7708	0	1	0
1640	1	0	12	0	24	6882	0	1	0
1641	1	0	15	0	26	7708	0	1	0
1642	1	0	9	0	24	6882	0	1	0
1644	1	0	16	0	28	9422	0	1	0
1645	1	0	20	0	28	9422	0	1	0
1648	1	0	11	0	26	7708	0	1	0
1649	1	0	16	0	28	9422	0	1	0
1651	1	0	12	0	24	6882	0	1	0
1657	1	0	2	0	24	6882	0	1	0
1658	1	0	8	0	26	7708	0	1	0
1659	1	0	3	0	24	6882	0	1	0
1661	1	0	15	0	26	7708	0	1	0
1662	1	0	16	0	28	9422	0	1	0
1663	1	0	20	0	28	9422	0	1	0
1664	1	0	5	0	26	7708	0	1	0
1668	1	0	15	0	26	7708	0	1	0
1669	1	0	20	0	28	9422	0	1	0
1671	1	0	5	0	26	7708	0	1	0
1672	1	0	18	0	28	9422	0	1	0
1673	1	0	11	0	26	7708	0	1	0
1675	1	0	9	0	24	6882	0	1	0
1676	1	0	18	0	28	9422	0	1	0
1677	1	0	18	0	28	9422	0	1	0
1678	1	0	4	0	26	7708	0	1	0
1680	1	0	8	0	26	7708	0	1	0
1681	1	0	12	0	24	6882	0	1	0
1682	1	0	15	0	26	7708	0	1	0
1683	1	0	16	0	28	9422	0	1	0
1684	1	0	2	0	24	6882	0	1	0
1685	1	0	20	0	28	9422	0	1	0
1686	1	0	5	0	26	7708	0	1	0
1687	1	0	3	0	24	6882	0	1	0
1690	1	0	16	0	28	9422	0	1	0
1696	1	0	9	0	24	6882	0	1	0
1697	1	0	11	0	26	7708	0	1	0
1698	1	0	14	0	24	6882	0	1	0
1700	1	0	8	0	26	7708	0	1	0
1701	1	0	12	0	24	6882	0	1	0
1702	1	0	15	0	26	7708	0	1	0
1703	1	0	18	0	28	9422	0	1	0
1704	1	0	1	0	26	7708	0	1	0
1705	1	0	4	0	26	7708	0	1	0
1706	1	0	16	0	28	9422	0	1	0
1707	1	0	20	0	28	9422	0	1	0
1708	1	0	5	0	26	7708	0	1	0
1712	1	0	2	0	24	6882	0	1	0
1714	1	0	3	0	24	6882	0	1	0
1717	1	0	11	0	26	7708	0	1	0
1718	1	0	8	0	26	7708	0	1	0
1719	1	0	12	0	24	6882	0	1	0
1720	1	0	15	0	26	7708	0	1	0
1723	1	0	11	0	26	7708	0	1	0
1724	1	0	16	0	28	9422	0	1	0
1725	1	0	8	0	26	7708	0	1	0
1726	1	0	12	0	24	6882	0	1	0
1729	1	0	20	0	28	9422	0	1	0
1730	1	0	16	0	28	9422	0	1	0
1731	1	0	5	0	26	7708	0	1	0
1733	1	0	4	0	26	7708	0	1	0
1737	1	0	9	0	24	6882	0	1	0
1739	1	0	2	0	24	6882	0	1	0
1740	1	0	4	0	26	7708	0	1	0
1741	1	0	3	0	24	6882	0	1	0
1743	1	0	11	0	26	7708	0	1	0
1744	1	0	8	0	26	7708	0	1	0
1745	1	0	12	0	24	6882	0	1	0
1747	1	0	15	0	26	7708	0	1	0
1748	1	0	20	0	28	9422	0	1	0
1749	1	0	5	0	26	7708	0	1	0
1753	1	0	4	0	26	7708	0	1	0
1764	1	0	16	0	28	9422	0	1	0
1766	1	0	14	0	24	6882	0	1	0
1767	1	0	11	0	26	7708	0	1	0
1768	1	0	3	0	24	6882	0	1	0
1769	1	0	8	0	26	7708	0	1	0
1770	1	0	9	0	24	6882	0	1	0
1771	1	0	16	0	28	9422	0	1	0
1772	1	0	12	0	24	6882	0	1	0
1773	1	0	15	0	26	7708	0	1	0
1774	1	0	4	0	26	7708	0	1	0
1775	1	0	20	0	28	9422	0	1	0
1776	1	0	5	0	26	7708	0	1	0
1784	1	0	16	0	28	9422	0	1	0
1787	1	0	11	0	26	7708	0	1	0
1788	1	0	8	0	26	7708	0	1	0
1793	1	0	11	0	26	7708	0	1	0
1794	1	0	8	0	26	7708	0	1	0
1795	1	0	12	0	24	6882	0	1	0
1796	1	0	15	0	26	7708	0	1	0
1797	1	0	20	0	28	9422	0	1	0
1798	1	0	9	0	24	6882	0	1	0
1800	1	0	5	0	26	7708	0	1	0
1801	1	0	4	0	26	7708	0	1	0
1803	1	0	3	0	24	6882	0	1	0
1808	1	0	4	0	26	7708	0	1	0
1809	1	0	3	0	24	6882	0	1	0
1812	1	0	11	0	26	7708	0	1	0
1813	1	0	8	0	26	7708	0	1	0
1814	1	0	12	0	24	6882	0	1	0
1816	1	0	15	0	26	7708	0	1	0
1817	1	0	20	0	28	9422	0	1	0
1818	1	0	5	0	26	7708	0	1	0
1819	1	0	9	0	24	6882	0	1	0
1820	1	0	16	0	28	9422	0	1	0
1822	1	0	4	0	26	7708	0	1	0
1823	1	0	3	0	24	6882	0	1	0
1826	1	0	16	0	28	9422	0	1	0
1828	1	0	4	0	26	7708	0	1	0
1831	1	0	11	0	26	7708	0	1	0
1833	1	0	8	0	26	7708	0	1	0
1834	1	0	12	0	24	6882	0	1	0
1835	1	0	14	0	24	6882	0	1	0
1836	1	0	15	0	26	7708	0	1	0
1837	1	0	20	0	28	9422	0	1	0
1838	1	0	5	0	26	7708	0	1	0
1839	1	0	16	0	28	9422	0	1	0
1840	1	0	1	0	26	7708	0	1	0
1841	1	0	1	0	26	7708	0	1	0
1842	1	0	4	0	26	7708	0	1	0
1846	1	0	9	0	24	6882	0	1	0
1850	1	0	11	0	26	7708	0	1	0
1851	1	0	3	0	24	6882	0	1	0
1852	1	0	8	0	26	7708	0	1	0
1854	1	0	12	0	24	6882	0	1	0
1855	1	0	15	0	26	7708	0	1	0
1857	1	0	20	0	28	9422	0	1	0
1858	1	0	5	0	26	7708	0	1	0
1866	1	0	16	0	28	9422	0	1	0
1868	1	0	11	0	26	7708	0	1	0
1869	1	0	4	0	26	7708	0	1	0
1870	1	0	8	0	26	7708	0	1	0
1875	1	0	11	0	26	7708	0	1	0
1876	1	0	8	0	26	7708	0	1	0
1877	1	0	12	0	24	6882	0	1	0
1878	1	0	3	0	24	6882	0	1	0
1879	1	0	15	0	26	7708	0	1	0
1880	1	0	9	0	24	6882	0	1	0
1881	1	0	20	0	28	9422	0	1	0
1882	1	0	5	0	26	7708	0	1	0
1887	1	0	9	0	24	6882	0	1	0
1890	1	0	4	0	26	7708	0	1	0
1893	1	0	11	0	26	7708	0	1	0
1894	1	0	8	0	26	7708	0	1	0
1895	1	0	12	0	24	6882	0	1	0
1897	1	0	4	0	26	7708	0	1	0
1900	1	0	11	0	26	7708	0	1	0
1901	1	0	9	0	24	6882	0	1	0
1903	1	0	14	0	24	6882	0	1	0
1906	1	0	15	0	26	7708	0	1	0
1907	1	0	20	0	28	9422	0	1	0
1908	1	0	5	0	26	7708	0	1	0
1909	1	0	1	0	26	7708	0	1	0
1910	1	0	4	0	26	7708	0	1	0
1911	1	0	3	0	24	6882	0	1	0
1912	1	0	11	0	26	7708	0	1	0
1913	1	0	8	0	26	7708	0	1	0
1914	1	0	12	0	24	6882	0	1	0
1918	1	0	11	0	26	7708	0	1	0
1919	1	0	8	0	26	7708	0	1	0
1920	1	0	12	0	24	6882	0	1	0
1928	1	0	9	0	24	6882	0	1	0
1929	1	0	15	0	26	7708	0	1	0
1930	1	0	20	0	28	9422	0	1	0
1931	1	0	5	0	26	7708	0	1	0
1932	1	0	11	0	26	7708	0	1	0
1933	1	0	8	0	26	7708	0	1	0
1934	1	0	12	0	24	6882	0	1	0
1935	1	0	15	0	26	7708	0	1	0
1936	1	0	20	0	28	9422	0	1	0
1937	1	0	5	0	26	7708	0	1	0
1938	1	0	11	0	26	7708	0	1	0
1939	1	0	8	0	26	7708	0	1	0
1940	1	0	12	0	24	6882	0	1	0
1945	1	0	4	0	26	7708	0	1	0
1946	1	0	3	0	24	6882	0	1	0
1950	1	0	15	0	26	7708	0	1	0
1951	1	0	4	0	26	7708	0	1	0
1952	1	0	20	0	28	9422	0	1	0
1953	1	0	5	0	26	7708	0	1	0
1954	1	0	11	0	26	7708	0	1	0
1955	1	0	9	0	24	6882	0	1	0
1956	1	0	8	0	26	7708	0	1	0
1957	1	0	12	0	24	6882	0	1	0
1959	1	0	20	0	28	9422	0	1	0
1963	1	0	8	0	26	7708	0	1	0
1964	1	0	12	0	24	6882	0	1	0
1965	1	0	4	0	26	7708	0	1	0
1971	1	0	14	0	24	6882	0	1	0
1974	1	0	15	0	26	7708	0	1	0
1975	1	0	20	0	28	9422	0	1	0
1976	1	0	5	0	26	7708	0	1	0
1977	1	0	1	0	26	7708	0	1	0
1978	1	0	11	0	26	7708	0	1	0
1980	1	0	3	0	24	6882	0	1	0
1981	1	0	8	0	26	7708	0	1	0
1982	1	0	12	0	24	6882	0	1	0
1987	1	0	8	0	26	7708	0	1	0
1989	1	0	9	0	24	6882	0	1	0
1992	1	0	4	0	26	7708	0	1	0
1993	1	0	20	0	28	9422	0	1	0
1994	1	0	5	0	26	7708	0	1	0
1998	1	0	15	0	26	7708	0	1	0
1999	1	0	4	0	26	7708	0	1	0
2000	1	0	20	0	28	9422	0	1	0
2001	1	0	3	0	24	6882	0	1	0
2003	1	0	11	0	26	7708	0	1	0
2004	1	0	8	0	26	7708	0	1	0
2005	1	0	12	0	24	6882	0	1	0
2009	1	0	11	0	26	7708	0	1	0
2010	1	0	8	0	26	7708	0	1	0
2011	1	0	12	0	24	6882	0	1	0
2013	1	0	20	0	28	9422	0	1	0
2015	1	0	5	0	26	7708	0	1	0
2019	1	0	15	0	26	7708	0	1	0
2020	1	0	20	0	28	9422	0	1	0
2021	1	0	5	0	26	7708	0	1	0
2022	1	0	11	0	26	7708	0	1	0
2023	1	0	8	0	26	7708	0	1	0
2024	1	0	12	0	24	6882	0	1	0
2025	1	0	15	0	26	7708	0	1	0
2026	1	0	4	0	26	7708	0	1	0
2028	1	0	3	0	24	6882	0	1	0
2034	1	0	20	0	28	9422	0	1	0
2035	1	0	5	0	26	7708	0	1	0
2039	1	0	15	0	26	7708	0	1	0
2040	1	0	20	0	28	9422	0	1	0
2041	1	0	5	0	26	7708	0	1	0
2042	1	0	11	0	26	7708	0	1	0
2043	1	0	8	0	26	7708	0	1	0
2044	1	0	12	0	24	6882	0	1	0
2045	1	0	1	0	26	7708	0	1	0
2046	1	0	15	0	26	7708	0	1	0
2047	1	0	4	0	26	7708	0	1	0
2054	1	0	4	0	26	7708	0	1	0
2055	1	0	3	0	24	6882	0	1	0
2056	1	0	20	0	28	9422	0	1	0
2057	1	0	5	0	26	7708	0	1	0
2061	1	0	15	0	26	7708	0	1	0
2062	1	0	20	0	28	9422	0	1	0
2063	1	0	5	0	26	7708	0	1	0
2064	1	0	11	0	26	7708	0	1	0
2065	1	0	8	0	26	7708	0	1	0
2066	1	0	12	0	24	6882	0	1	0
2067	1	0	4	0	26	7708	0	1	0
2068	1	0	15	0	26	7708	0	1	0
2076	1	0	20	0	28	9422	0	1	0
2077	1	0	5	0	26	7708	0	1	0
2082	1	0	3	0	24	6882	0	1	0
2083	1	0	15	0	26	7708	0	1	0
2086	1	0	11	0	26	7708	0	1	0
2087	1	0	8	0	26	7708	0	1	0
2088	1	0	12	0	24	6882	0	1	0
2089	1	0	15	0	26	7708	0	1	0
2092	1	0	11	0	26	7708	0	1	0
2093	1	0	8	0	26	7708	0	1	0
2094	1	0	12	0	24	6882	0	1	0
2095	1	0	4	0	26	7708	0	1	0
2097	1	0	20	0	28	9422	0	1	0
2098	1	0	5	0	26	7708	0	1	0
2100	1	0	16	0	28	9422	0	1	0
2103	1	0	15	0	26	7708	0	1	0
2104	1	0	20	0	28	9422	0	1	0
2105	1	0	5	0	26	7708	0	1	0
2106	1	0	11	0	26	7708	0	1	0
2107	1	0	8	0	26	7708	0	1	0
2108	1	0	14	0	24	6882	0	1	0
2110	1	0	3	0	24	6882	0	1	0
2111	1	0	12	0	24	6882	0	1	0
2113	1	0	1	0	26	7708	0	1	0
2115	1	0	4	0	26	7708	0	1	0
2116	1	0	5	0	26	7708	0	1	0
2121	1	0	20	0	28	9422	0	1	0
2122	1	0	4	0	26	7708	0	1	0
2123	1	0	5	0	26	7708	0	1	0
2124	1	0	11	0	26	7708	0	1	0
2125	1	0	8	0	26	7708	0	1	0
2127	1	0	15	0	26	7708	0	1	0
2128	1	0	20	0	28	9422	0	1	0
2130	1	0	11	0	26	7708	0	1	0
2131	1	0	8	0	26	7708	0	1	0
2132	1	0	16	0	28	9422	0	1	0
2133	1	0	12	0	24	6882	0	1	0
2134	1	0	15	0	26	7708	0	1	0
2136	1	0	4	0	26	7708	0	1	0
2137	1	0	5	0	26	7708	0	1	0
2140	1	0	12	0	24	6882	0	1	0
2142	1	0	4	0	26	7708	0	1	0
2143	1	0	20	0	28	9422	0	1	0
2144	1	0	5	0	26	7708	0	1	0
2145	1	0	11	0	26	7708	0	1	0
2147	1	0	8	0	26	7708	0	1	0
2150	1	0	15	0	26	7708	0	1	0
2151	1	0	3	0	24	6882	0	1	0
2153	1	0	16	0	28	9422	0	1	0
2154	1	0	2	0	24	6882	0	1	0
2155	1	0	5	0	26	7708	0	1	0
2158	1	0	12	0	24	6882	0	1	0
2159	1	0	16	0	28	9422	0	1	0
2161	1	0	20	0	28	9422	0	1	0
2162	1	0	5	0	26	7708	0	1	0
2163	1	0	11	0	26	7708	0	1	0
2165	1	0	4	0	26	7708	0	1	0
2166	1	0	8	0	26	7708	0	1	0
2169	1	0	15	0	26	7708	0	1	0
2170	1	0	4	0	26	7708	0	1	0
2176	1	0	15	0	26	7708	0	1	0
2178	1	0	5	0	26	7708	0	1	0
2180	1	0	16	0	28	9422	0	1	0
2182	1	0	1	0	26	7708	0	1	0
2183	1	0	4	0	26	7708	0	1	0
2184	1	0	3	0	24	6882	0	1	0
2185	1	0	12	0	24	6882	0	1	0
2187	1	0	16	0	28	9422	0	1	0
2188	1	0	20	0	28	9422	0	1	0
2190	1	0	11	0	26	7708	0	1	0
2191	1	0	8	0	26	7708	0	1	0
2195	1	0	2	0	24	6882	0	1	0
2196	1	0	15	0	26	7708	0	1	0
2199	1	0	5	0	26	7708	0	1	0
2201	1	0	16	0	28	9422	0	1	0
2203	1	0	12	0	24	6882	0	1	0
2204	1	0	4	0	26	7708	0	1	0
2205	1	0	3	0	24	6882	0	1	0
2207	1	0	16	0	28	9422	0	1	0
2208	1	0	20	0	28	9422	0	1	0
2210	1	0	11	0	26	7708	0	1	0
2211	1	0	4	0	26	7708	0	1	0
2212	1	0	8	0	26	7708	0	1	0
2214	1	0	15	0	26	7708	0	1	0
2217	1	0	5	0	26	7708	0	1	0
2219	1	0	8	0	26	7708	0	1	0
2221	1	0	12	0	24	6882	0	1	0
2222	1	0	2	0	24	6882	0	1	0
2224	1	0	4	0	26	7708	0	1	0
2228	1	0	16	0	28	9422	0	1	0
2232	1	0	20	0	28	9422	0	1	0
2234	1	0	16	0	28	9422	0	1	0
2235	1	0	11	0	26	7708	0	1	0
2236	1	0	8	0	26	7708	0	1	0
2238	1	0	15	0	26	7708	0	1	0
2240	1	0	3	0	24	6882	0	1	0
2243	1	0	5	0	26	7708	0	1	0
2244	1	0	14	0	24	6882	0	1	0
2247	1	0	3	0	24	6882	0	1	0
2248	1	0	12	0	24	6882	0	1	0
2249	1	0	2	0	24	6882	0	1	0
2250	1	0	1	0	26	7708	0	1	0
2251	1	0	16	0	28	9422	0	1	0
2252	1	0	4	0	26	7708	0	1	0
2254	1	0	20	0	28	9422	0	1	0
2255	1	0	16	0	28	9422	0	1	0
2257	1	0	11	0	26	7708	0	1	0
2258	1	0	8	0	26	7708	0	1	0
2260	1	0	15	0	26	7708	0	1	0
2261	1	0	20	0	28	9422	0	1	0
2262	1	0	5	0	26	7708	0	1	0
2264	1	0	11	0	26	7708	0	1	0
2267	1	0	12	0	24	6882	0	1	0
2273	1	0	12	0	24	6882	0	1	0
2275	1	0	20	0	28	9422	0	1	0
2276	1	0	2	0	24	6882	0	1	0
2277	1	0	2	0	24	6882	0	1	0
2278	1	0	16	0	28	9422	0	1	0
2279	1	0	4	0	26	7708	0	1	0
2280	1	0	5	0	26	7708	0	1	0
2281	1	0	11	0	26	7708	0	1	0
2282	1	0	8	0	26	7708	0	1	0
2283	1	0	16	0	28	9422	0	1	0
2285	1	0	15	0	26	7708	0	1	0
2287	1	0	3	0	24	6882	0	1	0
2292	1	0	12	0	24	6882	0	1	0
2295	1	0	20	0	28	9422	0	1	0
2299	1	0	4	0	26	7708	0	1	0
2304	1	0	2	0	24	6882	0	1	0
2305	1	0	5	0	26	7708	0	1	0
2306	1	0	11	0	26	7708	0	1	0
2307	1	0	8	0	26	7708	0	1	0
2309	1	0	16	0	28	9422	0	1	0
2310	1	0	15	0	26	7708	0	1	0
2312	1	0	5	0	26	7708	0	1	0
2316	1	0	12	0	24	6882	0	1	0
2317	1	0	15	0	26	7708	0	1	0
2318	1	0	1	0	26	7708	0	1	0
2320	1	0	20	0	28	9422	0	1	0
2321	1	0	3	0	24	6882	0	1	0
2325	1	0	11	0	26	7708	0	1	0
2326	1	0	8	0	26	7708	0	1	0
2327	1	0	4	0	26	7708	0	1	0
2329	1	0	15	0	26	7708	0	1	0
2331	1	0	2	0	24	6882	0	1	0
2332	1	0	5	0	26	7708	0	1	0
2335	1	0	12	0	24	6882	0	1	0
2336	1	0	15	0	26	7708	0	1	0
2337	1	0	16	0	28	9422	0	1	0
2338	1	0	16	0	28	9422	0	1	0
2339	1	0	20	0	28	9422	0	1	0
2347	1	0	4	0	26	7708	0	1	0
2350	1	0	11	0	26	7708	0	1	0
2351	1	0	8	0	26	7708	0	1	0
2353	1	0	17	0	28	9422	0	1	0
2354	1	0	15	0	26	7708	0	1	0
2356	1	0	3	0	24	6882	0	1	0
2357	1	0	5	0	26	7708	0	1	0
2360	1	0	12	0	24	6882	0	1	0
2363	1	0	20	0	28	9422	0	1	0
2364	1	0	5	0	26	7708	0	1	0
2366	1	0	2	0	24	6882	0	1	0
2373	1	0	2	0	24	6882	0	1	0
2374	1	0	4	0	26	7708	0	1	0
2375	1	0	11	0	26	7708	0	1	0
2376	1	0	8	0	26	7708	0	1	0
2378	1	0	15	0	26	7708	0	1	0
