timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1771730860838,00011,111,7,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1771730860938,00001,111,7,139,139,1,4,0,53,17,53,0,0,6,36,4846,53,0,0,0,0,0,52,1,0,0,0,0,0,231600,2,24,6,24,0,0,18,1908,2.670699,24,0,0,0,0,0,23,1,0,0,0,0,0,122552,25125.341708,4500.000000
1771730860938,00013,111,7,139,139,1,4,0,53,17,53,0,0,6,36,4846,53,0,0,0,0,0,52,1,0,0,0,0,0,231600,2,29,11,29,0,0,18,2938,4.080235,29,0,0,0,0,0,29,0,0,0,0,0,0,109048,22536.388465,4710.000000
1771730861038,00001,111,7,139,139,1,13,0,131,41,131,0,0,19,90,10675,131,0,0,0,0,0,106,25,0,0,0,0,0,932491,4,32,8,32,0,0,24,2544,7.148571,32,0,0,0,0,0,30,2,0,0,0,0,0,258351,23494.028818,5240.000000
1771730861038,00013,111,7,139,139,1,13,0,131,41,131,0,0,19,90,10675,131,0,0,0,0,0,106,25,0,0,0,0,0,932491,4,34,10,34,0,0,24,3418,9.531429,34,0,0,0,0,0,33,1,0,0,0,0,0,222276,20187.069713,5240.000000
1771730861038,00007,111,7,139,139,1,13,0,131,41,131,0,0,19,90,10675,131,0,0,0,0,0,106,25,0,0,0,0,0,932491,4,41,11,41,0,0,30,3156,2.954637,41,0,0,0,0,0,40,1,0,0,0,0,0,215388,8500.212381,5240.000000
1771730861038,00011,111,7,139,139,1,13,0,131,41,131,0,0,19,90,10675,131,0,0,0,0,0,106,25,0,0,0,0,0,932491,4,24,12,24,0,0,12,1557,1.469065,24,0,0,0,0,0,3,21,0,0,0,0,0,236476,20837.872382,5240.000000
1771730861138,00001,111,7,139,139,1,7,0,44,14,44,0,0,11,30,4010,44,0,0,0,0,0,30,14,0,0,0,0,0,737606,2,19,5,19,0,0,14,1445,4.070714,19,0,0,0,0,0,11,8,0,0,0,0,0,383819,22183.052487,5240.000000
1771730861138,00013,111,7,139,139,1,7,0,44,14,44,0,0,11,30,4010,44,0,0,0,0,0,30,14,0,0,0,0,0,737606,2,25,9,25,0,0,16,2565,7.148571,25,0,0,0,0,0,19,6,0,0,0,0,0,353787,20415.933229,5240.000000
1771730861238,00011,111,7,139,139,1,0,0,31,12,31,0,0,1,19,3317,31,0,0,0,0,0,0,31,0,0,0,0,0,490038,1,31,12,31,0,0,19,3317,1.843948,31,0,0,0,0,0,0,31,0,0,0,0,0,490038,14437.314541,5240.000000
1771730861338,00008,111,7,139,139,1,1,0,46,12,46,0,0,2,34,4922,46,0,0,0,0,0,46,0,0,0,0,0,0,613178,1,46,12,46,0,0,34,4922,2.280721,46,0,0,0,0,0,46,0,0,0,0,0,0,613178,7620.608126,5760.000000
